# TO BE USED TO INSERT MODEL ANNOTATIONS IN METABOLIC ATLAS DATABASE
# for REACTION ONLY
# annotations will be visible in the GEM browser pages and some can be used by the search engine
#
# some rules:
# this is a TAB separated file, thus TABs are not allowed in any field values
# each line added must have exactly 3 columns to be parsed properly
# do not modify the @ line
# column 'id' is mandatory, other columns are optional
# follow the max size limits
#
# columns description:
# column name    | description
# -----------------------------------------
# ec             | EC code, semicolon separated values
# pmid           | PMID, semicolon separated values
#
@id	ec	pmid
r_2444	EC:2.7.7.41	22345606
r_2445	EC:2.7.7.41	22345606
r_2446	EC:2.7.8.8	22345606
r_2447	EC:2.7.8.8	22345606
r_2448	EC:2.7.8.8	22345606
r_2449	EC:2.7.8.8	22345606
r_2450	EC:2.7.8.8	22345606
r_2451	EC:2.7.8.8	22345606
r_2452	EC:2.7.8.8	22345606
r_2453	EC:2.7.8.8	22345606
r_2454	EC:2.7.8.11	22345606
r_2455	EC:2.7.8.11	22345606
r_2456	EC:2.7.8.11	22345606
r_2457	EC:2.7.8.11	22345606
r_2458	EC:2.7.8.11	22345606
r_2459	EC:2.7.8.11	22345606
r_2460	EC:2.7.8.11	22345606
r_2461	EC:2.7.8.11	22345606
r_2462	EC:2.3.-.-	22345606
r_2463	EC:2.3.-.-	22345606
r_2464	EC:4.1.1.65	22345606
r_2465	EC:4.1.1.65	22345606
r_2466	EC:4.1.1.65	22345606
r_2467	EC:4.1.1.65	22345606
r_2468	EC:4.1.1.65	22345606
r_2469	EC:4.1.1.65	22345606
r_2470	EC:4.1.1.65	22345606
r_2471	EC:4.1.1.65	22345606
r_2472	EC:4.1.1.65	22345606
r_2473	EC:4.1.1.65	22345606
r_2474	EC:4.1.1.65	22345606
r_2475	EC:4.1.1.65	22345606
r_2476	EC:4.1.1.65	22345606
r_2477	EC:4.1.1.65	22345606
r_2478	EC:4.1.1.65	22345606
r_2479	EC:4.1.1.65	22345606
r_2480	EC:4.1.1.65	22345606
r_2481	EC:4.1.1.65	22345606
r_2482	EC:4.1.1.65	22345606
r_2483	EC:4.1.1.65	22345606
r_2484	EC:4.1.1.65	22345606
r_2485	EC:4.1.1.65	22345606
r_2486	EC:4.1.1.65	22345606
r_2487	EC:4.1.1.65	22345606
r_2488	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2489	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2490	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2491	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2492	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2493	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2494	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2495	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2496	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2497	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2498	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2499	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2500	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2501	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2502	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2503	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2504	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2505	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2506	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2507	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2508	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2509	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2510	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2511	EC:2.1.1.17; EC: 2.1.1.71	22345606
r_2512	EC:2.7.1.174	22345606
r_2513	EC:2.7.1.174	22345606
r_2514	EC:2.7.1.174	22345606
r_2515	EC:2.7.1.174	22345606
r_2516	EC:2.7.1.174	22345606
r_2517	EC:2.7.1.174	22345606
r_2518	EC:2.7.1.174	22345606
r_2519	EC:2.7.1.174	22345606
r_2520	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2521	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2522	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2523	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2524	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2525	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2526	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2527	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2528	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2529	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2530	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2531	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2532	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2533	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2534	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2535	EC:2.7.8.1; EC: 2.7.8.2	22345606
r_2536	EC:2.7.8.5	22345606
r_2537	EC:2.7.8.5	22345606
r_2538	EC:2.7.8.5	22345606
r_2539	EC:2.7.8.5	22345606
r_2540	EC:2.7.8.5	22345606
r_2541	EC:2.7.8.5	22345606
r_2542	EC:3.1.3.27	22345606
r_2543	EC:3.1.3.27	22345606
r_2544	EC:3.1.3.27	22345606
r_2545	EC:3.1.3.27	22345606
r_2546	EC:3.1.3.27	22345606
r_2547	EC:3.1.3.27	22345606
r_2548	EC:2.7.8.41	22345606
r_2549	EC:2.7.8.41	22345606
r_2550	EC:2.7.8.41	22345606
r_2551	EC:2.7.8.41	22345606
r_2552	EC:2.7.8.41	22345606
r_2553	EC:2.7.8.41	22345606
r_2554	EC:2.7.8.41	22345606
r_2555	EC:2.7.8.41	22345606
r_2556	EC:2.7.8.41	22345606
r_2557	EC:2.7.8.41	22345606
r_2558	EC:2.7.8.41	22345606
r_2559	EC:2.7.8.41	22345606
r_2560	EC:2.7.8.41	22345606
r_2561	EC:2.7.8.41	22345606
r_2562	EC:2.7.8.41	22345606
r_2563	EC:2.7.8.41	22345606
r_2564	EC:2.7.8.41	22345606
r_2565	EC:2.7.8.41	22345606
r_2566	EC:2.7.8.41	22345606
r_2567	EC:2.7.8.41	22345606
r_2568	EC:2.7.8.41	22345606
r_2569	EC:2.7.8.41	22345606
r_2570	EC:2.7.8.41	22345606
r_2571	EC:2.7.8.41	22345606
r_2572	EC:2.7.8.41	22345606
r_2573	EC:2.7.8.41	22345606
r_2574	EC:2.7.8.41	22345606
r_2575	EC:2.7.8.41	22345606
r_2576	EC:2.7.8.41	22345606
r_2577	EC:2.7.8.41	22345606
r_2578	EC:2.7.8.41	22345606
r_2579	EC:2.7.8.41	22345606
r_2580	EC:2.7.8.41	22345606
r_2581	EC:2.7.8.41	22345606
r_2582	EC:2.7.8.41	22345606
r_2583	EC:2.7.8.41	22345606
r_2584	EC:3.5.1.-	22345606
r_2585	EC:3.5.1.-	22345606
r_2586	EC:3.5.1.-	22345606
r_2587	EC:3.5.1.-	22345606
r_2588	EC:3.5.1.-	22345606
r_2589	EC:3.5.1.-	22345606
r_2590	EC:3.5.1.-	22345606
r_2591	EC:3.5.1.-	22345606
r_2592	EC:3.5.1.-	22345606
r_2593	EC:3.5.1.-	22345606
r_2594	EC:3.5.1.-	22345606
r_2595	EC:3.5.1.-	22345606
r_2596	EC:3.5.1.-	22345606
r_2597	EC:3.5.1.-	22345606
r_2598	EC:3.5.1.-	22345606
r_2599	EC:3.5.1.-	22345606
r_2600	EC:3.5.1.-	22345606
r_2601	EC:3.5.1.-	22345606
r_2602	EC:3.5.1.-	22345606
r_2603	EC:3.5.1.-	22345606
r_2604	EC:3.5.1.-	22345606
r_2605	EC:3.5.1.-	22345606
r_2606	EC:3.5.1.-	22345606
r_2607	EC:3.5.1.-	22345606
r_2608	EC:3.5.1.-	22345606
r_2609	EC:3.5.1.-	22345606
r_2610	EC:3.5.1.-	22345606
r_2611	EC:3.5.1.-	22345606
r_2612	EC:3.5.1.-	22345606
r_2613	EC:3.5.1.-	22345606
r_2614	EC:3.5.1.-	22345606
r_2615	EC:3.5.1.-	22345606
r_2616	EC:3.5.1.-	22345606
r_2617	EC:3.5.1.-	22345606
r_2618	EC:3.5.1.-	22345606
r_2619	EC:3.5.1.-	22345606
r_2620	EC:2.3.1.23	22345606
r_2621	EC:2.3.1.23	22345606
r_2622	EC:2.3.1.23	22345606
r_2623	EC:2.3.1.23	22345606
r_2624	EC:2.3.1.23	22345606
r_2625	EC:2.3.1.23	22345606
r_2626	EC:2.3.1.23	22345606
r_2627	EC:2.3.1.23	22345606
r_2628	EC:2.3.1.23	22345606
r_2629	EC:2.3.1.23	22345606
r_2630	EC:2.3.1.23	22345606
r_2631	EC:2.3.1.23	22345606
r_2632	EC:2.3.1.23	22345606
r_2633	EC:2.3.1.23	22345606
r_2634	EC:2.3.1.23	22345606
r_2635	EC:2.3.1.23	22345606
r_2636	EC:2.3.1.23	22345606
r_2637	EC:2.3.1.23	22345606
r_2638	EC:2.3.1.23	22345606
r_2639	EC:2.3.1.23	22345606
r_2640	EC:2.3.1.23	22345606
r_2641	EC:2.3.1.23	22345606
r_2642	EC:2.3.1.23	22345606
r_2643	EC:2.3.1.23	22345606
r_2644	EC:2.3.1.23	22345606
r_2645	EC:2.3.1.23	22345606
r_2646	EC:2.3.1.23	22345606
r_2647	EC:2.3.1.23	22345606
r_2648	EC:2.3.1.23	22345606
r_2649	EC:2.3.1.23	22345606
r_2650	EC:2.3.1.23	22345606
r_2651	EC:2.3.1.23	22345606
r_2652	EC:2.3.1.23	22345606
r_2653	EC:2.3.1.23	22345606
r_2654	EC:2.3.1.23	22345606
r_2655	EC:2.3.1.23	22345606
r_2656	EC:2.3.1.23	22345606
r_2657	EC:2.3.1.23	22345606
r_2658	EC:2.3.1.23	22345606
r_2659	EC:2.3.1.23	22345606
r_2660	EC:2.3.1.23	22345606
r_2661	EC:2.3.1.23	22345606
r_2662	EC:2.3.1.23	22345606
r_2663	EC:2.3.1.23	22345606
r_2664	EC:2.3.1.23	22345606
r_2665	EC:2.3.1.23	22345606
r_2666	EC:2.3.1.23	22345606
r_2667	EC:2.3.1.23	22345606
r_2668	EC:2.3.1.23	22345606
r_2669	EC:2.3.1.23	22345606
r_2670	EC:2.3.1.23	22345606
r_2671	EC:2.3.1.23	22345606
r_2672	EC:2.3.1.23	22345606
r_2673	EC:2.3.1.23	22345606
r_2674	EC:2.3.1.23	22345606
r_2675	EC:2.3.1.23	22345606
r_2676	EC:2.3.1.23	22345606
r_2677	EC:2.3.1.23	22345606
r_2678	EC:2.3.1.23	22345606
r_2679	EC:2.3.1.23	22345606
r_2680	EC:2.3.1.23	22345606
r_2681	EC:2.3.1.23	22345606
r_2682	EC:2.3.1.23	22345606
r_2683	EC:2.3.1.23	22345606
r_2684	EC:2.3.1.23	22345606
r_2685	EC:2.3.1.23	22345606
r_2686	EC:2.3.1.23	22345606
r_2687	EC:2.3.1.23	22345606
r_2688	EC:2.3.1.23	22345606
r_2689	EC:2.3.1.23	22345606
r_2690	EC:2.3.1.23	22345606
r_2691	EC:2.3.1.23	22345606
r_2692	EC:2.3.1.23	22345606
r_2693	EC:2.3.1.23	22345606
r_2694	EC:2.3.1.23	22345606
r_2695	EC:2.3.1.23	22345606
r_2696	EC:2.3.1.23	22345606
r_2697	EC:2.3.1.23	22345606
r_2698	EC:2.3.1.23	22345606
r_2699	EC:2.3.1.23	22345606
r_2700	EC:2.3.1.23	22345606
r_2701	EC:2.3.1.23	22345606
r_2702	EC:2.3.1.23	22345606
r_2703	EC:2.3.1.23	22345606
r_2704	EC:2.3.1.23	22345606
r_2705	EC:2.3.1.23	22345606
r_2706	EC:2.3.1.23	22345606
r_2707	EC:2.3.1.23	22345606
r_2708	EC:2.3.1.23	22345606
r_2709	EC:2.3.1.23	22345606
r_2710	EC:2.3.1.23	22345606
r_2711	EC:2.3.1.23	22345606
r_2712	EC:2.3.1.23	22345606
r_2713	EC:2.3.1.23	22345606
r_2714	EC:2.3.1.23	22345606
r_2715	EC:2.3.1.23	22345606
r_2716	EC:2.3.1.23	22345606
r_2717	EC:2.3.1.23	22345606
r_2718	EC:2.3.1.23	22345606
r_2719	EC:2.3.1.23	22345606
r_2720	EC:2.3.1.23	22345606
r_2721	EC:2.3.1.23	22345606
r_2722	EC:2.3.1.23	22345606
r_2723	EC:2.3.1.23	22345606
r_2724	EC:2.3.1.23	22345606
r_2725	EC:2.3.1.23	22345606
r_2726	EC:2.3.1.23	22345606
r_2727	EC:2.3.1.23	22345606
r_2728	EC:2.3.1.23	22345606
r_2729	EC:2.3.1.23	22345606
r_2730	EC:2.3.1.23	22345606
r_2731	EC:2.3.1.23	22345606
r_2732	EC:2.3.1.23	22345606
r_2733	EC:2.3.1.23	22345606
r_2734	EC:2.3.1.23	22345606
r_2735	EC:2.3.1.23	22345606
r_2736	EC:2.3.1.23	22345606
r_2737	EC:2.3.1.23	22345606
r_2738	EC:2.3.1.23	22345606
r_2739	EC:2.3.1.23	22345606
r_2740	EC:2.3.1.23	22345606
r_2741	EC:2.3.1.23	22345606
r_2742	EC:2.3.1.23	22345606
r_2743	EC:2.3.1.23	22345606
r_2744	EC:2.3.1.23	22345606
r_2745	EC:2.3.1.23	22345606
r_2746	EC:2.3.1.23	22345606
r_2747	EC:2.3.1.23	22345606
r_2748	EC:2.3.1.23	22345606
r_2749	EC:2.3.1.23	22345606
r_2750	EC:2.3.1.23	22345606
r_2751	EC:2.3.1.23	22345606
r_2752	EC:2.3.1.23	22345606
r_2753	EC:2.3.1.23	22345606
r_2754	EC:2.3.1.23	22345606
r_2755	EC:2.3.1.23	22345606
r_2756	EC:2.3.1.23	22345606
r_2757	EC:2.3.1.23	22345606
r_2758	EC:2.3.1.23	22345606
r_2759	EC:2.3.1.23	22345606
r_2760	EC:2.3.1.23	22345606
r_2761	EC:2.3.1.23	22345606
r_2762	EC:2.3.1.23	22345606
r_2763	EC:2.3.1.23	22345606
r_2764	EC:2.3.1.23	22345606
r_2765	EC:2.3.1.23	22345606
r_2766	EC:2.3.1.23	22345606
r_2767	EC:2.3.1.23	22345606
r_2768	EC:2.3.1.23	22345606
r_2769	EC:2.3.1.23	22345606
r_2770	EC:2.3.1.23	22345606
r_2771	EC:2.3.1.23	22345606
r_2772	EC:2.3.1.23	22345606
r_2773	EC:2.3.1.23	22345606
r_2774	EC:2.3.1.23	22345606
r_2775	EC:2.3.1.23	22345606
r_2776	EC:2.3.1.23	22345606
r_2777	EC:2.3.1.23	22345606
r_2778	EC:2.3.1.23	22345606
r_2779	EC:2.3.1.23	22345606
r_2780	EC:2.3.1.23	22345606
r_2781	EC:2.3.1.23	22345606
r_2782	EC:2.3.1.23	22345606
r_2783	EC:2.3.1.23	22345606
r_2784	EC:2.3.1.23	22345606
r_2785	EC:2.3.1.23	22345606
r_2786	EC:2.3.1.23	22345606
r_2787	EC:2.3.1.23	22345606
r_2788	EC:2.3.1.23	22345606
r_2789	EC:2.3.1.23	22345606
r_2790	EC:2.3.1.23	22345606
r_2791	EC:2.3.1.23	22345606
r_2792	EC:2.3.1.23	22345606
r_2793	EC:2.3.1.23	22345606
r_2794	EC:2.3.1.23	22345606
r_2795	EC:2.3.1.23	22345606
r_2796	EC:2.3.1.23	22345606
r_2797	EC:2.3.1.23	22345606
r_2798	EC:2.3.1.23	22345606
r_2799	EC:2.3.1.23	22345606
r_2800	EC:2.3.1.23	22345606
r_2801	EC:2.3.1.23	22345606
r_2802	EC:2.3.1.23	22345606
r_2803	EC:2.3.1.23	22345606
r_2804	EC:2.3.1.23	22345606
r_2805	EC:2.3.1.23	22345606
r_2806	EC:2.3.1.23	22345606
r_2807	EC:2.3.1.23	22345606
r_2808	EC:2.3.1.23	22345606
r_2809	EC:2.3.1.23	22345606
r_2810	EC:2.3.1.23	22345606
r_2811	EC:2.3.1.23	22345606
r_2820	EC:2.7.1.67	22345606
r_2821	EC:2.7.1.67	22345606
r_2822	EC:2.7.1.67	22345606
r_2823	EC:2.7.1.67	22345606
r_2824	EC:2.7.1.67	22345606
r_2825	EC:2.7.1.67	22345606
r_2826	EC:2.7.1.67	22345606
r_2827	EC:2.7.1.67	22345606
r_2828	EC:2.7.1.67	22345606
r_2829	EC:2.7.1.67	22345606
r_2830	EC:2.7.1.67	22345606
r_2831	EC:2.7.1.67	22345606
r_2832	EC:2.7.1.67	22345606
r_2833	EC:2.7.1.67	22345606
r_2834	EC:2.7.1.67	22345606
r_2835	EC:2.7.1.67	22345606
r_2836	EC:2.7.1.67	22345606
r_2837	EC:2.7.1.67	22345606
r_2838	EC:2.7.1.67	22345606
r_2839	EC:2.7.1.67	22345606
r_2840	EC:2.7.1.67	22345606
r_2841	EC:2.7.1.67	22345606
r_2842	EC:2.7.1.67	22345606
r_2843	EC:2.7.1.67	22345606
r_2844	EC:2.7.1.67	22345606
r_2845	EC:2.7.1.67	22345606
r_2846	EC:2.7.1.67	22345606
r_2847	EC:2.7.1.67	22345606
r_2848	EC:2.7.1.67	22345606
r_2849	EC:2.7.1.67	22345606
r_2850	EC:2.7.1.67	22345606
r_2851	EC:2.7.1.67	22345606
r_2852	EC:2.7.1.137; EC: 2.7.11.1	22345606
r_2853	EC:2.7.1.137; EC: 2.7.11.1	22345606
r_2854	EC:2.7.1.137; EC: 2.7.11.1	22345606
r_2855	EC:2.7.1.137; EC: 2.7.11.1	22345606
r_2856	EC:2.7.1.137; EC: 2.7.11.1	22345606
r_2857	EC:2.7.1.137; EC: 2.7.11.1	22345606
r_2858	EC:2.7.1.137; EC: 2.7.11.1	22345606
r_2859	EC:2.7.1.137; EC: 2.7.11.1	22345606
r_2860	EC:2.7.1.68	22345606
r_2861	EC:2.7.1.68	22345606
r_2862	EC:2.7.1.68	22345606
r_2863	EC:2.7.1.68	22345606
r_2864	EC:2.7.1.68	22345606
r_2865	EC:2.7.1.68	22345606
r_2866	EC:2.7.1.68	22345606
r_2867	EC:2.7.1.68	22345606
r_2868	EC:2.7.1.68	22345606
r_2869	EC:2.7.1.68	22345606
r_2870	EC:2.7.1.68	22345606
r_2871	EC:2.7.1.68	22345606
r_2872	EC:2.7.1.68	22345606
r_2873	EC:2.7.1.68	22345606
r_2874	EC:2.7.1.68	22345606
r_2875	EC:2.7.1.68	22345606
r_2876	EC:2.7.1.150	22345606
r_2877	EC:2.7.1.150	22345606
r_2878	EC:2.7.1.150	22345606
r_2879	EC:2.7.1.150	22345606
r_2880	EC:2.7.1.150	22345606
r_2881	EC:2.7.1.150	22345606
r_2882	EC:2.7.1.150	22345606
r_2883	EC:2.7.1.150	22345606
r_2884	EC:2.3.1.158	22345606
r_2885	EC:2.3.1.158	22345606
r_2886	EC:2.3.1.158	22345606
r_2887	EC:2.3.1.158	22345606
r_2888	EC:2.3.1.158	22345606
r_2889	EC:2.3.1.158	22345606
r_2890	EC:2.3.1.158	22345606
r_2891	EC:2.3.1.158	22345606
r_2892	EC:2.3.1.158	22345606
r_2893	EC:2.3.1.158	22345606
r_2894	EC:2.3.1.158	22345606
r_2895	EC:2.3.1.158	22345606
r_2896	EC:2.3.1.158	22345606
r_2897	EC:2.3.1.158	22345606
r_2898	EC:2.3.1.158	22345606
r_2899	EC:2.3.1.158	22345606
r_2900	EC:2.3.1.158	22345606
r_2901	EC:2.3.1.158	22345606
r_2902	EC:2.3.1.158	22345606
r_2903	EC:2.3.1.158	22345606
r_2904	EC:2.3.1.158	22345606
r_2905	EC:2.3.1.158	22345606
r_2906	EC:2.3.1.158	22345606
r_2907	EC:2.3.1.158	22345606
r_2908	EC:2.3.1.158	22345606
r_2909	EC:2.3.1.158	22345606
r_2910	EC:2.3.1.158	22345606
r_2911	EC:2.3.1.158	22345606
r_2912	EC:2.3.1.158	22345606
r_2913	EC:2.3.1.158	22345606
r_2914	EC:2.3.1.158	22345606
r_2915	EC:2.3.1.158	22345606
r_2916	EC:2.3.1.158	22345606
r_2917	EC:2.3.1.158	22345606
r_2918	EC:2.3.1.158	22345606
r_2919	EC:2.3.1.158	22345606
r_2920	EC:2.3.1.158	22345606
r_2921	EC:2.3.1.158	22345606
r_2922	EC:2.3.1.158	22345606
r_2923	EC:2.3.1.158	22345606
r_2924	EC:2.3.1.158	22345606
r_2925	EC:2.3.1.158	22345606
r_2926	EC:2.3.1.158	22345606
r_2927	EC:2.3.1.158	22345606
r_2928	EC:2.3.1.158	22345606
r_2929	EC:2.3.1.158	22345606
r_2930	EC:2.3.1.158	22345606
r_2931	EC:2.3.1.158	22345606
r_2932	EC:2.3.1.158	22345606
r_2933	EC:2.3.1.158	22345606
r_2934	EC:2.3.1.158	22345606
r_2935	EC:2.3.1.158	22345606
r_2936	EC:2.3.1.158	22345606
r_2937	EC:2.3.1.158	22345606
r_2938	EC:2.3.1.158	22345606
r_2939	EC:2.3.1.158	22345606
r_2940	EC:2.3.1.158	22345606
r_2941	EC:2.3.1.158	22345606
r_2942	EC:2.3.1.158	22345606
r_2943	EC:2.3.1.158	22345606
r_2944	EC:2.3.1.158	22345606
r_2945	EC:2.3.1.158	22345606
r_2946	EC:2.3.1.158	22345606
r_2947	EC:2.3.1.158	22345606
r_2948	EC:2.3.1.158	22345606
r_2949	EC:2.3.1.158	22345606
r_2950	EC:2.3.1.158	22345606
r_2951	EC:2.3.1.158	22345606
r_2952	EC:2.3.1.158	22345606
r_2953	EC:2.3.1.158	22345606
r_2954	EC:2.3.1.158	22345606
r_2955	EC:2.3.1.158	22345606
r_2956	EC:2.3.1.158	22345606
r_2957	EC:2.3.1.158	22345606
r_2958	EC:2.3.1.158	22345606
r_2959	EC:2.3.1.158	22345606
r_2960	EC:2.3.1.158	22345606
r_2961	EC:2.3.1.158	22345606
r_2962	EC:2.3.1.158	22345606
r_2963	EC:2.3.1.158	22345606
r_2964	EC:2.3.1.158	22345606
r_2965	EC:2.3.1.158	22345606
r_2966	EC:2.3.1.158	22345606
r_2967	EC:2.3.1.158	22345606
r_2968	EC:2.3.1.158	22345606
r_2969	EC:2.3.1.158	22345606
r_2970	EC:2.3.1.158	22345606
r_2971	EC:2.3.1.158	22345606
r_2972	EC:2.3.1.158	22345606
r_2973	EC:2.3.1.158	22345606
r_2974	EC:2.3.1.158	22345606
r_2975	EC:2.3.1.158	22345606
r_2976	EC:2.3.1.158	22345606
r_2977	EC:2.3.1.158	22345606
r_2978	EC:2.3.1.158	22345606
r_2979	EC:2.3.1.158	22345606
r_2980	EC:2.3.1.158	22345606
r_2981	EC:2.3.1.158	22345606
r_2982	EC:2.3.1.158	22345606
r_2983	EC:2.3.1.158	22345606
r_2984	EC:2.3.1.158	22345606
r_2985	EC:2.3.1.158	22345606
r_2986	EC:2.3.1.158	22345606
r_2987	EC:2.3.1.158	22345606
r_2988	EC:2.3.1.158	22345606
r_2989	EC:2.3.1.158	22345606
r_2990	EC:2.3.1.158	22345606
r_2991	EC:2.3.1.158	22345606
r_2992	EC:2.3.1.158	22345606
r_2993	EC:2.3.1.158	22345606
r_2994	EC:2.3.1.158	22345606
r_2995	EC:2.3.1.158	22345606
r_2996	EC:2.3.1.158	22345606
r_2997	EC:2.3.1.158	22345606
r_2998	EC:2.3.1.158	22345606
r_2999	EC:2.3.1.158	22345606
r_3000	EC:2.3.1.158	22345606
r_3001	EC:2.3.1.158	22345606
r_3002	EC:2.3.1.158	22345606
r_3003	EC:2.3.1.158	22345606
r_3004	EC:2.3.1.158	22345606
r_3005	EC:2.3.1.158	22345606
r_3006	EC:2.3.1.158	22345606
r_3007	EC:2.3.1.158	22345606
r_3008	EC:2.3.1.158	22345606
r_3009	EC:2.3.1.158	22345606
r_3010	EC:2.3.1.158	22345606
r_3011	EC:2.3.1.158	22345606
r_3022	EC:3.1.1.5	22345606
r_3023	EC:3.1.1.5	22345606
r_3024	EC:3.1.1.5	22345606
r_3025	EC:3.1.1.5	22345606
r_3026	EC:3.1.1.5	22345606
r_3027	EC:3.1.1.5	22345606
r_3028	EC:3.1.1.5	22345606
r_3029	EC:3.1.1.5	22345606
r_3030	EC:3.1.1.5	22345606
r_3031	EC:3.1.1.5	22345606
r_3032	EC:3.1.1.5	22345606
r_3033	EC:3.1.1.5	22345606
r_3034	EC:3.1.1.5	22345606
r_3035	EC:3.1.1.5	22345606
r_3036	EC:3.1.1.5	22345606
r_3037	EC:3.1.1.5	22345606
r_3038	EC:3.1.1.5	22345606
r_3039	EC:3.1.1.5	22345606
r_3040	EC:3.1.1.5	22345606
r_3041	EC:3.1.1.5	22345606
r_3042	EC:3.1.1.5	22345606
r_3043	EC:3.1.1.5	22345606
r_3044	EC:3.1.1.5	22345606
r_3045	EC:3.1.1.5	22345606
r_3046	EC:3.1.1.5	22345606
r_3047	EC:3.1.1.5	22345606
r_3048	EC:3.1.1.5	22345606
r_3049	EC:3.1.1.5	22345606
r_3050	EC:3.1.1.5	22345606
r_3051	EC:3.1.1.5	22345606
r_3052	EC:3.1.1.5	22345606
r_3053	EC:3.1.1.5	22345606
r_3054	EC:3.1.1.5	22345606
r_3055	EC:3.1.1.5	22345606
r_3056	EC:3.1.1.5	22345606
r_3057	EC:3.1.1.5	22345606
r_3058	EC:3.1.1.5	22345606
r_3059	EC:3.1.1.5	22345606
r_3060	EC:3.1.1.5	22345606
r_3061	EC:3.1.1.5	22345606
r_3062	EC:3.1.1.5	22345606
r_3063	EC:3.1.1.5	22345606
r_3064	EC:3.1.1.5	22345606
r_3065	EC:3.1.1.5	22345606
r_3066	EC:3.1.1.5	22345606
r_3067	EC:3.1.1.5	22345606
r_3068	EC:3.1.1.5	22345606
r_3069	EC:3.1.1.5	22345606
r_3070	EC:3.1.1.5	22345606
r_3071	EC:3.1.1.5	22345606
r_3072	EC:3.1.1.5	22345606
r_3073	EC:3.1.1.5	22345606
r_3074	EC:3.1.1.5	22345606
r_3075	EC:3.1.1.5	22345606
r_3076	EC:3.1.1.5	22345606
r_3077	EC:3.1.1.5	22345606
r_3078	EC:3.1.1.5	22345606
r_3079	EC:3.1.1.5	22345606
r_3080	EC:3.1.1.5	22345606
r_3081	EC:3.1.1.5	22345606
r_3082	EC:3.1.4.11	17382260
r_3083	EC:3.1.4.11	17382260
r_3084	EC:3.1.4.11	17382260
r_3085	EC:3.1.4.11	17382260
r_3086	EC:3.1.4.11	17382260
r_3087	EC:3.1.4.11	17382260
r_3088	EC:3.1.4.11	17382260
r_3089	EC:3.1.4.11	17382260
r_3090	EC:3.1.4.11	17382260
r_3091	EC:3.1.4.11	17382260
r_3092	EC:3.1.4.11	17382260
r_3093	EC:3.1.4.11	17382260
r_3094	EC:3.1.4.11	17382260
r_3095	EC:3.1.4.11	17382260
r_3096	EC:3.1.4.11	17382260
r_3097	EC:3.1.4.11	17382260
r_3098	EC:3.1.4.-	22345606
r_3099	EC:3.1.4.-	22345606
r_3100	EC:3.1.4.-	22345606
r_3101	EC:3.1.4.-	22345606
r_3102	EC:3.1.4.-	22345606
r_3103	EC:3.1.4.-	22345606
r_3104	EC:3.1.4.4	22345606
r_3105	EC:3.1.4.4	22345606
r_3106	EC:3.1.4.4	22345606
r_3107	EC:3.1.4.4	22345606
r_3108	EC:3.1.4.4	22345606
r_3109	EC:3.1.4.4	22345606
r_3110	EC:3.1.4.4	22345606
r_3111	EC:3.1.4.4	22345606
r_3112	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3113	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3114	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3115	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3116	EC:3.1.3.-; EC: 3.1.3.36	22345606
