# TO BE USED TO INSERT MODEL ANNOTATIONS IN METABOLIC ATLAS DATABASE
# for REACTION ONLY
# annotations will be visible in the GEM browser pages and some can be used by the search engine
#
# some rules:
# this is a TAB separated file, thus TABs are not allowed in any field values
# each line added must have exactly 3 columns to be parsed properly
# do not modify the @ line
# column 'id' is mandatory, other columns are optional
# follow the max size limits
#
# columns description:
# column name    | description
# -----------------------------------------
# ec             | EC code, semicolon separated values
# pmid           | PMID, semicolon separated values
#
@id	ec	pmid
r_0732	EC:1.5.1.5; EC: 3.5.4.9; EC: 6.3.4.3	
r_0733	EC:1.5.1.5; EC: 3.5.4.9; EC: 6.3.4.3	10871621; 1916088; 8852837
r_0734	EC:4.1.3.30	16332871
r_0735	EC:2.7.1.36	
r_0736	EC:2.7.1.36	
r_0737	EC:2.7.1.36	
r_0738	EC:2.7.1.36	
r_0739	EC:4.1.1.33	
r_0747	EC:2.-.-.-; EC: 2.4.-.-	12954640; 18296751
r_0748	EC:2.-.-.-; EC: 2.4.-.-	12954640; 18296751
r_0749	EC:2.-.-.-; EC: 2.4.-.-	12954640; 18296751
r_0750	EC:2.-.-.-; EC: 2.4.-.-	12954640; 18296751
r_0751	EC:2.-.-.-; EC: 2.4.-.-	12954640; 18296751
r_0752	EC:2.-.-.-; EC: 2.4.-.-	12954640; 18296751
r_0753	EC:2.-.-.-; EC: 2.4.-.-	12954640; 18296751
r_0754	EC:2.-.-.-; EC: 2.4.-.-	12954640; 18296751
r_0755	EC:2.-.-.-; EC: 2.4.-.-	12954640; 18296751
r_0756	EC:2.-.-.-; EC: 2.4.-.-	12954640; 18296751
r_0757	EC:3.1.3.25	10844654
r_0758	EC:5.5.1.4	
r_0759	EC:1.2.1.38; EC: 2.7.2.8	
r_0760	EC:2.3.1.4	9867860
r_0761	EC:2.3.1.1; EC: 2.3.1.35	
r_0762	EC:3.5.1.9	18205391
r_0763	EC:1.14.14.-	8706696
r_0764	EC:3.6.1.22	
r_0765	EC:2.7.1.23; EC: 2.7.1.86	15978040
r_0766	EC:2.7.1.23; EC: 2.7.1.86	15978040
r_0767	EC:3.5.1.-	17482543
r_0768	EC:6.3.5.1	12771147
r_0769	EC:6.3.5.1	12771147
r_0770	EC:1.6.5.9	9733747
r_0771	EC:2.7.1.23; EC: 2.7.1.86	15978040
r_0772	EC:2.7.1.23; EC: 2.7.1.86	15978040
r_0773	EC:1.6.5.9	
r_0774	EC:6.3.4.21	
r_0775	EC:6.3.4.21	
r_0781	EC:3.5.1.19	
r_0782	EC:2.1.1.-	12736687
r_0783	EC:2.7.7.1; EC: 2.7.7.18	15078171
r_0784	EC:2.7.7.1; EC: 2.7.7.18	15078171
r_0785	EC:2.7.7.1; EC: 2.7.7.18	15078171
r_0786	EC:2.4.2.19	
r_0787	EC:2.4.2.19	
r_0788	EC:3.6.1.5	10409709
r_0789	EC:3.6.1.5	10409709
r_0790	EC:3.6.1.5	10409709
r_0791	EC:3.6.1.42	
r_0792	EC:3.6.1.5	
r_0793	EC:3.6.1.5	
r_0795	EC:2.7.4.6	
r_0796	EC:2.7.4.6	
r_0797	EC:2.7.4.6	
r_0798	EC:2.7.4.6	
r_0799	EC:2.7.4.6	
r_0800	EC:2.7.4.6	
r_0801	EC:2.7.4.6	
r_0802	EC:2.7.4.6	
r_0803	EC:2.7.4.6	
r_0804	EC:3.6.1.5	10409709
r_0805	EC:3.6.1.5	10409709
r_0806	EC:3.6.1.5	
r_0807	EC:3.6.1.5	
r_0810	EC:3.6.1.42	
r_0811	EC:2.7.4.6	
r_0812	EC:2.5.1.47; EC: 2.5.1.49	15042590
r_0813	EC:2.5.1.47; EC: 2.5.1.49	15042590
r_0815	EC:4.4.1.1	8511969
r_0816	EC:2.1.3.3	
r_0817	EC:4.1.1.17	
r_0818	EC:2.3.1.1; EC: 2.3.1.35	
r_0819	EC:2.6.1.13	
r_0820	EC:2.4.2.10	
r_0821	EC:4.1.1.23	
r_0831	EC:1.2.4.2; EC: 1.8.1.4; EC: 2.3.1.61	2178788
r_0832	EC:1.2.4.2; EC: 1.8.1.4; EC: 2.3.1.61	10224250
r_0841	EC:2.7.7.3	19266201
r_0842	EC:2.7.1.33	
r_0843	EC:6.3.2.1	
r_0844	EC:3.1.2.2	10092594
r_0845	EC:3.1.2.2	10092594
r_0847	EC:3.1.2.2	10092594
r_0848	EC:3.1.2.2	10092594
r_0849	EC:3.1.2.2	10092594
r_0850	EC:3.1.2.2	10092594
r_0851	EC:2.6.1.39; EC: 2.6.1.57	9491082; 9491083
r_0852	EC:6.1.1.20	3049607
r_0853	EC:6.1.1.20	3029120
r_0854	EC:4.1.1.43	12902239
r_0855	EC:6.3.3.1; EC: 6.3.4.13	
r_0882	EC:5.4.2.3	8174553
r_0883	EC:1.8.4.8	2203779
r_0884	EC:4.1.1.49	
r_0885	EC:2.7.7.14	
r_0886	EC:2.7.1.11	3007939
r_0887	EC:2.7.1.11	
r_0888	EC:5.4.2.2	18042468; 8119301
r_0889	EC:1.1.1.44	24626
r_0890	EC:5.4.2.3	8174553
r_0891	EC:1.1.1.399; EC: 1.1.1.95	12525494
r_0892	EC:2.7.2.3	6347186
r_0893	EC:5.4.2.11	3033435
r_0902	EC:5.4.2.8	
r_0903	EC:2.7.1.49; EC: 2.7.4.7	10383756
r_0904	EC:2.7.4.2	
r_0905	EC:6.3.2.5	
r_0906	EC:4.1.1.36	
r_0907	EC:5.4.2.2; EC: 5.4.2.7	
r_0908	EC:6.3.2.6	
r_0909	EC:1.1.1.23; EC: 3.5.4.19; EC: 3.6.1.31	7049842
r_0910	EC:1.1.1.23; EC: 3.5.4.19; EC: 3.6.1.31	
r_0911	EC:4.1.1.21	
r_0912	EC:2.1.2.3; EC: 3.5.4.10	
r_0913	EC:5.3.1.24	348687
r_0914	EC:6.3.3.1; EC: 6.3.4.13	
r_0915	EC:2.4.2.14	
r_0916	EC:2.7.6.1	10212224
r_0917	EC:3.1.3.3	1326413
r_0918	EC:2.6.1.52	8017107
r_0919	EC:3.5.1.-	10702247; 18296751
r_0920	EC:1.14.14.-	
r_0921	EC:4.1.2.27	18296751; 9334171
r_0922	EC:1.-.-.-	18296751; 9368039
r_0929	EC:1.5.3.17	12670477
r_0935	EC:4.2.1.24	
r_0936	EC:1.5.3.17	12670477
r_0937	EC:1.5.3.17	12670477
r_0938	EC:4.2.1.51	7502583
r_0939	EC:1.3.1.13	2697638
r_0940	EC:1.5.5.2	
r_0941	EC:6.1.1.15	
r_0942	EC:1.3.3.4	
r_0943	EC:2.4.2.1; EC: 2.4.2.28; EC: 3.2.2.3	17482543
r_0949	EC:2.4.2.1	23670538
r_0950	EC:2.4.2.1	23670538
r_0951	EC:2.4.2.1	23670538
r_0953	EC:1.4.3.5	
r_0954	EC:1.4.3.5	
r_0955	EC:1.4.3.5	
r_0956	EC:1.4.3.5	
r_0957	EC:1.5.1.2	
r_0958	EC:6.4.1.1	
r_0959	EC:4.1.1.-; EC: 4.1.1.1; EC: 4.1.1.43; EC: 4.1.1.74	
r_0960	EC:4.1.1.-; EC: 4.1.1.1; EC: 4.1.1.43; EC: 4.1.1.74	12902239
r_0961	EC:1.2.4.1; EC: 1.8.1.4; EC: 2.3.1.12	8433986
r_0962	EC:2.7.1.40	6185493
r_0963	EC:1.14.13.-; EC: 2.1.1.114; EC: 2.1.1.201; EC: 2.1.1.64; EC: 2.7.-.-	
r_0965	EC:2.7.1.26	
r_0966	EC:2.7.1.26	
r_0967	EC:2.5.1.78	
r_0968	EC:2.5.1.9	
r_0969	EC:2.7.1.15	1964349
r_0974	EC:1.17.4.1	
r_0975	EC:1.17.4.1	
r_0976	EC:1.17.4.1	
r_0977	EC:1.17.4.1	
r_0978	EC:1.17.4.1	
r_0979	EC:1.17.4.1	
r_0982	EC:5.3.1.6	9763699
r_0983	EC:2.7.1.173; EC: 2.7.1.22	15137942
r_0984	EC:5.1.3.1	9032985
r_0985	EC:1.14.13.-; EC: 2.1.1.114; EC: 2.1.1.201; EC: 2.1.1.64; EC: 2.7.-.-	15792955
r_0986	EC:2.1.1.41	
r_0987	EC:3.1.2.12	
r_0988	EC:1.5.1.7	3928261
r_0989	EC:1.5.1.10	3123231
r_0990	EC:4.1.2.13	
r_0992		8335636
r_0993	EC:2.3.1.50	10713067; 18296751; 2066332; 8058731
r_0995	EC:6.1.1.11	3031581
r_0996	EC:1.1.1.25; EC: 2.5.1.19; EC: 2.7.1.71; EC: 4.2.1.10; EC: 4.2.3.4	6355828
r_0997	EC:1.1.1.25; EC: 2.5.1.19; EC: 2.7.1.71; EC: 4.2.1.10; EC: 4.2.3.4	6355828
r_0998	EC:1.3.1.76; EC: 4.99.1.4	11980703
r_0999	EC:1.3.1.76; EC: 4.99.1.4	11980703
r_1000	EC:1.3.1.6	22672422; 12393208
r_1001	EC:2.5.1.16	
r_1002	EC:2.5.1.22	
r_1003	EC:4.1.2.27	18296751; 9334171
r_1004	EC:3.1.3.-	18296751; 9353337; 9419344
r_1005	EC:3.1.3.-	18296751; 9353337; 9419344
r_1006	EC:2.7.1.91	18296751; 9677363
r_1007	EC:2.7.1.91	18296751; 9677363
r_1008		11329290
r_1009		11329290
r_1010	EC:1.14.14.17	10622712
r_1011	EC:1.14.14.17	10622712
r_1012	EC:2.5.1.21	
r_1021	EC:1.3.5.1	9929002
r_1022	EC:6.2.1.5	9874242
r_1023	EC:1.2.1.16	11031268
r_1024	EC:3.2.1.26	
r_1025	EC:2.7.7.4	197388
r_1026	EC:2.7.7.5; EC: 2.7.7.53	2556364
r_1027	EC:1.8.1.2	
r_1029	EC:1.14.11.-	10482536
r_1030	EC:1.4.4.2; EC: 1.8.1.4; EC: 2.1.2.10	
r_1031	EC:6.3.2.17	10799479; 21190580
r_1032	EC:3.1.3.2	
r_1033	EC:3.1.3.2	
r_1034	EC:2.7.6.2	
r_1035	EC:2.7.6.2	
r_1036	EC:2.5.1.3; EC: 2.7.1.50	
r_1037	EC:1.11.1.15	12730197
r_1038	EC:1.8.1.9	
r_1039	EC:1.8.1.7; EC: 1.8.1.9	15701801
r_1040	EC:4.1.2.48	9151955
r_1041	EC:4.2.3.1	8082795
r_1042	EC:6.1.1.3	2995918
r_1043	EC:6.1.1.3	2999113
r_1045	EC:2.1.1.45	
r_1046	EC:2.1.1.145	15147181
r_1047	EC:2.5.1.-	2198286
r_1048	EC:2.2.1.2	8300619
r_1049	EC:2.2.1.1	8268320
r_1050	EC:2.2.1.1	
r_1051	EC:2.4.1.15; EC: 3.1.3.12	21623372
r_1054	EC:5.3.1.1	6759603
r_1055	EC:4.2.1.20	6342605
r_1056	EC:2.6.1.39; EC: 2.6.1.57	9491082; 9491083
r_1057	EC:6.1.1.2	9046085
r_1058	EC:6.1.1.2	2999114
r_1063	EC:2.6.1.39; EC: 2.6.1.57	9491082; 9491083
r_1065	EC:2.6.1.1	
r_1066	EC:6.1.1.1	8509419
r_1067	EC:6.1.1.1	3315228
r_1068	EC:2.4.1.173	10224056
r_1069	EC:2.7.7.23	16408321
r_1070	EC:5.1.3.2; EC: 5.1.3.3	
r_1071	EC:2.7.7.12	
r_1072	EC:2.7.4.14	
r_1073	EC:2.7.4.14	
r_1074	EC:2.4.2.9	
r_1075	EC:3.5.1.54; EC: 6.3.4.6	
r_1076	EC:4.3.2.3	1776360
r_1077	EC:2.7.1.48	
r_1078	EC:2.7.1.48	
r_1079	EC:2.7.4.14	
r_1080	EC:2.7.4.14	
r_1081	EC:4.1.1.37	
r_1082	EC:2.1.1.107	
r_1083	EC:4.2.1.75	
r_1084	EC:2.7.7.9	7588797
r_1087	EC:2.6.1.42	9748245
r_1088	EC:2.6.1.42	9748245
r_1089	EC:6.1.1.9	3294828
r_1090	EC:6.1.1.9	3294828
r_1091	EC:2.4.2.-	
r_1092	EC:1.1.1.9	
r_1093	EC:1.1.1.-; EC: 1.1.1.21	
r_1094	EC:2.7.1.17	
r_1095	EC:5.4.99.-; EC: 5.4.99.25; EC: 5.4.99.44; EC: 5.4.99.45	
r_1619		23670538
r_1838	EC:2.3.3.14	
r_2029	EC:2.7.1.35	
r_2112	EC:2.6.1.7	18205391
r_2113		18205391
r_2114		18205391
r_2115	EC:1.1.1.1	12499363
r_2116	EC:1.2.1.3	
r_2117	EC:2.6.1.58; EC: 2.6.1.7	9491082; 9491083
r_2118	EC:2.6.1.57; EC: 2.6.1.7	9491082; 9491083
r_2119	EC:2.6.1.57; EC: 2.6.1.7	9491082; 9491083
r_2126	EC:3.1.3.37	21663798; 22672422
r_2131	EC:1.1.1.42	1989987; 8099357
r_2140	EC:2.3.1.86	22345606
r_2141	EC:2.3.1.86	22345606
r_2142	EC:2.3.1.41	8412701
r_2143	EC:2.3.1.41	8412701
r_2144	EC:2.3.1.41	8412701
r_2145	EC:1.1.1.100	9388293
r_2146	EC:1.1.1.100	9388293
r_2147	EC:1.1.1.100	9388293
r_2148	EC:4.2.1.-	15387819
r_2149	EC:4.2.1.-	15387819
r_2150	EC:4.2.1.-	15387819
r_2151	EC:1.3.1.104	11509667
r_2152	EC:1.3.1.104	11509667
r_2153	EC:1.3.1.104	11509667
r_2154	EC:2.3.1.199	22345606
r_2155	EC:2.3.1.199	22345606
r_2156	EC:2.3.1.199	22345606
r_2157	EC:2.3.1.199	22345606
r_2158	EC:2.3.1.199	22345606
r_2159	EC:2.3.1.199	22345606
r_2160	EC:2.3.1.199	22345606
r_2161	EC:1.1.1.330	22345606
r_2162	EC:1.1.1.330	22345606
r_2163	EC:1.1.1.330	22345606
r_2164	EC:1.1.1.330	22345606
r_2165	EC:1.1.1.330	22345606
r_2166	EC:1.1.1.330	22345606
r_2167	EC:1.1.1.330	22345606
r_2168	EC:4.2.1.134	22345606
r_2169	EC:4.2.1.134	22345606
r_2170	EC:4.2.1.134	22345606
r_2171	EC:4.2.1.134	22345606
r_2172	EC:4.2.1.134	22345606
r_2173	EC:4.2.1.134	22345606
r_2174	EC:4.2.1.134	22345606
r_2175	EC:1.3.1.93	22345606
r_2176	EC:1.3.1.93	22345606
r_2177	EC:1.3.1.93	22345606
r_2178	EC:1.3.1.93	22345606
r_2179	EC:1.3.1.93	22345606
r_2180	EC:1.3.1.93	22345606
r_2181	EC:1.3.1.93	22345606
r_2182	EC:1.14.19.1	22345606
r_2183	EC:1.14.19.1	22345606
r_2194	EC:6.2.1.3	22345606
r_2195	EC:6.2.1.3	22345606
r_2196	EC:6.2.1.3	22345606
r_2197	EC:6.2.1.3	22345606
r_2198	EC:6.2.1.3	22345606
r_2199	EC:6.2.1.3	22345606
r_2200	EC:6.2.1.3	22345606
r_2201	EC:6.2.1.3	22345606
r_2202	EC:6.2.1.3	22345606
r_2203	EC:6.2.1.3	22345606
r_2204	EC:6.2.1.3	22345606
r_2205	EC:6.2.1.3	22345606
r_2206	EC:6.2.1.3	22345606
r_2207	EC:6.2.1.3	22345606
r_2208	EC:6.2.1.3	22345606
r_2209	EC:6.2.1.3	22345606
r_2210	EC:6.2.1.3	22345606
r_2211	EC:6.2.1.3	22345606
r_2212	EC:6.2.1.3	22345606
r_2213		22345606
r_2214		22345606
r_2215		22345606
r_2216		22345606
r_2217		22345606
r_2218		22345606
r_2232	EC:3.1.2.2	16490786
r_2233	EC:3.1.2.2	16490786
r_2234	EC:3.1.2.2	16490786
r_2235	EC:3.1.2.2	16490786
r_2236	EC:1.3.3.6	12697341
r_2237	EC:1.3.3.6	12697341
r_2238	EC:1.3.3.6	12697341
r_2239	EC:1.3.3.6	12697341
r_2240	EC:1.3.3.6	12697341
r_2241	EC:1.3.3.6	12697341
r_2242	EC:1.3.3.6	12697341
r_2243	EC:1.3.3.6	12697341
r_2244	EC:1.3.3.6	12697341
r_2245	EC:1.3.3.6	12697341
r_2246	EC:1.3.3.6	12697341
r_2247	EC:1.3.3.6	12697341
r_2248	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2249	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2250	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2251	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2252	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2253	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2254	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2255	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2256	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2257	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2258	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2259	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2260	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2261	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2262	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2263	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2264	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2265	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2266	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2267	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2268	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2269	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2270	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2271	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2272	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2273	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2274	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2275	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2276	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2277	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2278	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2279	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2280	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2281	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2282	EC:1.1.1.n12; EC: 4.2.1.119	12697341
r_2283	EC:2.3.1.16	12697341
r_2284	EC:2.3.1.16	12697341
r_2285	EC:2.3.1.16	12697341
r_2286	EC:2.3.1.16	12697341
r_2287	EC:2.3.1.16	12697341
r_2288	EC:2.3.1.16	12697341
r_2289	EC:2.3.1.16	12697341
r_2290	EC:2.3.1.16	12697341
r_2291	EC:2.3.1.16	12697341
r_2292	EC:2.3.1.16	12697341
r_2293	EC:2.3.1.16	12697341
r_2294	EC:2.3.1.16	12697341
r_2295	EC:5.3.3.8	12697341
r_2296	EC:5.3.3.8	12697341
r_2297	EC:5.3.3.8	12697341
r_2298	EC:5.3.3.8	12697341
r_2299	EC:5.3.3.8	12697341
r_2300	EC:5.3.3.8	12697341
r_2301	EC:5.3.3.-	12697341
r_2302	EC:5.3.3.-	12697341
r_2303	EC:1.3.1.34	12697341
r_2304	EC:1.3.1.34	12697341
r_2305	EC:4.2.1.3	15975908
r_2308	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2309	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2310	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2311	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2312	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2313	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2314	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2315	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2316	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2317	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2318	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2319	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2320	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2321	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2322	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2323	EC:2.3.1.15; EC: 2.3.1.42	22345606
r_2324	EC:1.1.1.101	22345606
r_2325	EC:1.1.1.101	22345606
r_2326	EC:1.1.1.101	22345606
r_2327	EC:1.1.1.101	22345606
r_2328	EC:1.1.1.101	22345606
r_2329	EC:1.1.1.101	22345606
r_2330	EC:1.1.1.101	22345606
r_2331	EC:1.1.1.101	22345606
r_2332	EC:2.3.1.23; EC: 2.3.1.51	22345606
r_2333	EC:2.3.1.23; EC: 2.3.1.51	22345606
r_2334	EC:2.3.1.23; EC: 2.3.1.51	22345606
r_2335	EC:2.3.1.23; EC: 2.3.1.51	22345606
r_2336	EC:2.3.1.23; EC: 2.3.1.51	22345606
r_2337	EC:2.3.1.23; EC: 2.3.1.51	22345606
r_2338	EC:2.3.1.23; EC: 2.3.1.51	22345606
r_2339	EC:2.3.1.23; EC: 2.3.1.51	22345606
r_2340	EC:2.3.1.51; EC: 3.1.1.3	22345606
r_2341	EC:2.3.1.51; EC: 3.1.1.3	22345606
r_2342	EC:2.3.1.51; EC: 3.1.1.3	22345606
r_2343	EC:2.3.1.51; EC: 3.1.1.3	22345606
r_2344	EC:3.1.3.4	22345606
r_2345	EC:3.1.3.4	22345606
r_2346	EC:3.1.3.4	22345606
r_2347	EC:3.1.3.4	22345606
r_2348	EC:3.1.3.4	22345606
r_2349	EC:3.1.3.4	22345606
r_2350	EC:3.1.3.4	22345606
r_2351	EC:3.1.3.4	22345606
r_2352	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_2353	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_2354	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_2355	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_2356	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_2357	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_2358	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_2359	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_2360	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_2361	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_2362	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_2363	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_2364	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_2365	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_2366	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_2367	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_2368	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2369	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2370	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2371	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2372	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2373	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2374	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2375	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2376	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2377	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2378	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2379	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2380	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2381	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2382	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2383	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2384	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2385	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2386	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2387	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2388	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2389	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2390	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2391	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2392	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2393	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2394	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2395	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2396	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2397	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2398	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2399	EC:2.3.1.20; EC: 2.3.1.22; EC: 2.3.1.26	22345606
r_2400	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2401	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2402	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2403	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2404	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2405	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2406	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2407	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2408	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2409	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2410	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2411	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2412	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2413	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2414	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2415	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2416	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2417	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2418	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2419	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2420	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2421	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2422	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2423	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2424	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2425	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2426	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2427	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2428	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2429	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2430	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2431	EC:2.3.1.20; EC: 2.3.1.22	22345606
r_2432	EC:2.7.7.41	22345606
r_2433	EC:2.7.7.41	22345606
r_2434	EC:2.7.7.41	22345606
r_2435	EC:2.7.7.41	22345606
r_2436	EC:2.7.7.41	22345606
r_2437	EC:2.7.7.41	22345606
r_2438	EC:2.7.7.41	22345606
r_2439	EC:2.7.7.41	22345606
r_2440	EC:2.7.7.41	22345606
r_2441	EC:2.7.7.41	22345606
r_2442	EC:2.7.7.41	22345606
r_2443	EC:2.7.7.41	22345606
