@id	db_name	ext_id	link
ENSG00000005882	NCBI Gene	5164	https://identifiers.org/ncbigene:5164
ENSG00000006007	Ensembl	ENSG00000006007	https://identifiers.org/ensembl:ENSG00000006007
ENSG00000006007	Protein Atlas	ENSG00000006007	https://identifiers.org/hpa:ENSG00000006007
ENSG00000006007	UniProt	Q9NZC3	https://identifiers.org/uniprot:Q9NZC3
ENSG00000006007	NCBI Gene	51573	https://identifiers.org/ncbigene:51573
ENSG00000006062	Ensembl	ENSG00000006062	https://identifiers.org/ensembl:ENSG00000006062
ENSG00000006062	Protein Atlas	ENSG00000006062	https://identifiers.org/hpa:ENSG00000006062
ENSG00000006062	UniProt	Q99558	https://identifiers.org/uniprot:Q99558
ENSG00000006062	NCBI Gene	9020	https://identifiers.org/ncbigene:9020
ENSG00000006071	Ensembl	ENSG00000006071	https://identifiers.org/ensembl:ENSG00000006071
ENSG00000006071	Protein Atlas	ENSG00000006071	https://identifiers.org/hpa:ENSG00000006071
ENSG00000006071	UniProt	Q09428	https://identifiers.org/uniprot:Q09428
ENSG00000006071	NCBI Gene	6833	https://identifiers.org/ncbigene:6833
ENSG00000006432	Ensembl	ENSG00000006432	https://identifiers.org/ensembl:ENSG00000006432
ENSG00000006432	Protein Atlas	ENSG00000006432	https://identifiers.org/hpa:ENSG00000006432
ENSG00000006432	NCBI Gene	4293	https://identifiers.org/ncbigene:4293
ENSG00000006432	UniProt	P80192	https://identifiers.org/uniprot:P80192
ENSG00000006530	Ensembl	ENSG00000006530	https://identifiers.org/ensembl:ENSG00000006530
ENSG00000006530	Protein Atlas	ENSG00000006530	https://identifiers.org/hpa:ENSG00000006530
ENSG00000006530	UniProt	Q53H12	https://identifiers.org/uniprot:Q53H12
ENSG00000006530	NCBI Gene	55750	https://identifiers.org/ncbigene:55750
ENSG00000006534	Ensembl	ENSG00000006534	https://identifiers.org/ensembl:ENSG00000006534
ENSG00000006534	Protein Atlas	ENSG00000006534	https://identifiers.org/hpa:ENSG00000006534
ENSG00000006534	UniProt	P43353	https://identifiers.org/uniprot:P43353
ENSG00000006534	NCBI Gene	221	https://identifiers.org/ncbigene:221
ENSG00000006625	Ensembl	ENSG00000006625	https://identifiers.org/ensembl:ENSG00000006625
ENSG00000006625	Protein Atlas	ENSG00000006625	https://identifiers.org/hpa:ENSG00000006625
ENSG00000006625	UniProt	O75223	https://identifiers.org/uniprot:O75223
ENSG00000006625	NCBI Gene	79017	https://identifiers.org/ncbigene:79017
ENSG00000006695	Ensembl	ENSG00000006695	https://identifiers.org/ensembl:ENSG00000006695
ENSG00000006695	Protein Atlas	ENSG00000006695	https://identifiers.org/hpa:ENSG00000006695
ENSG00000006695	UniProt	Q12887	https://identifiers.org/uniprot:Q12887
ENSG00000006695	NCBI Gene	1352	https://identifiers.org/ncbigene:1352
ENSG00000006756	Ensembl	ENSG00000006756	https://identifiers.org/ensembl:ENSG00000006756
ENSG00000006756	Protein Atlas	ENSG00000006756	https://identifiers.org/hpa:ENSG00000006756
ENSG00000006756	UniProt	P51689	https://identifiers.org/uniprot:P51689
ENSG00000006756	NCBI Gene	414	https://identifiers.org/ncbigene:414
ENSG00000006757	Ensembl	ENSG00000006757	https://identifiers.org/ensembl:ENSG00000006757
ENSG00000006757	Protein Atlas	ENSG00000006757	https://identifiers.org/hpa:ENSG00000006757
