@id	pmid	ec
RE2915X	1047780; 11135616; 8973539	EC:1.3.99.3
RE2921M	10407780; 7923814; 9568246; 9920399	EC:4.2.1.17
RE2921X	10407780; 7923814; 9568246; 9920399	EC:4.2.1.17
RE2972G	10358929; 11493657; 7961848; 9211928	EC:2.7.1.67
RE2972M	10358929; 11493657; 7961848; 9211928	EC:2.7.1.67
RE2972R	10358929; 11493657; 9043658; 9211928	EC:2.7.1.137
RE2973N	10358929; 11493657; 9043658; 9211928	EC:2.7.1.137
RE2974G	10231032; 10358929; 11493657; 9211928	EC:2.7.1.68
RE2974N	10231032; 10358929; 11493657; 9211928	EC:2.7.1.68
RE2974R	10231032; 10358929; 11493657; 9211928	EC:2.7.1.68
RE2977C	3615425	EC:1.1.1.2
RE2985M	10407780; 7775433	EC:1.3.3.6
RE2998M	10407780; 7775433	EC:1.3.3.6
RE2999M	10407780; 7775433	EC:5.3.3.8
RE3000M	10407780; 7775433	EC:2.3.1.16
RE3001M	10407780; 7775433	EC:1.3.1.34
RE3003M	10407780; 7775433	EC:5.3.3.8
RE3004M	10407780; 7775433	EC:4.2.1.17
RE3005M	10407780; 7775433	EC:1.1.1.35
RE3006M	10407780; 7775433	EC:2.3.1.16
RE3039C		
RE3045C	8786821	EC:3.1.3.59
RE3066X	8954107	EC:1.14.11.18
RE3072X	10468558	EC:1.2.1.3
RE3073X	11356164; 9662422	EC:1.2.1.48
RE3074X	11060359; 11356164	EC:6.2.1.3
RE3075C	11356164	EC:6.2.1.24
RE3075X	11356164	EC:6.2.1.24
RE3079C	11356164	EC:1.14.13.30
RE3095L	9164836	EC:1.11.1.7
RE3095X	9164836	EC:1.11.1.7
RE3103R	10970790	EC:3.3.2.9
RE3104R	10970790	EC:3.3.2.9
RE3106R	10970790	
RE3110R	10970790	EC:3.3.2.9
RE3111M	10487690; 11134149	EC:1.1.1.145
RE3112R	10970790	EC:3.1.3.59
RE3113R	10970790	
RE3119R	10970790	EC:1.14.11.18
RE3120R	10970790	EC:1.2.1.48
RE3121R	10970790	EC:6.2.1.24
RE3122R	10970790	EC:1.2.1.48
RE3123R	10970790	
RE3124R	10970790	EC:1.1.1.35
RE3125R	10970790	EC:1.3.3.6
RE3126R	10970790	EC:4.2.1.17
RE3129N	11111101	EC:1.1.1.35
RE3134C	11111101	EC:1.3.1.70
RE3134R	11111101	EC:1.3.1.70
RE3144C	11012668	EC:2.3.1.16
RE3144M	11012668	
RE3147C	10970790	
RE3147R	10970790	
RE3148C	10970790	
RE3148R	10970790	EC:1.1.1.50
RE3150C	10970790	
RE3150R	10970790	
RE3151R	10970790	EC:1.1.1.145
RE3152R	10970790	
RE3153R	10970790	
RE3154R	10970790	EC:6.2.1.3
RE3155R	10970790	
RE3158X	11734209	EC:2.3.1.16
RE3161R	10970790	
RE3162R	10970790	
RE3163R	10970790	
RE3164R	10970790	
RE3165R	10970790	
RE3166R	10970790	EC:6.2.1.3
RE3167R	10970790	EC:1.3.1.70
RE3168R	10970790	EC:2.3.1.16
RE3169R	10970790	EC:1.1.1.35
RE3170R	10970790	
RE3171R	10970790	EC:6.2.1.3
RE3172R	10970790	
RE3173R	10970790	
RE3174R	10970790	
RE3175R	10970790	
RE3176R	10970790	
RE3180C	11111101	
RE3181C	11111101	
RE3198C	11744399	
RE3218L	11886493	EC:3.1.6.2
RE3218R	11886493	EC:3.1.6.2
RE3220L	2969800	EC:3.1.6.2
RE3220R	2969800	EC:3.1.6.2
RE3224R	10970790	
RE3225R	10970790	
RE3226R	10970790	
RE3227R	10970790	
RE3228R	10970790	
RE3229R	10970790	
RE3230R	10970790	
RE3231R	10970790	
RE3232R	10970790	
RE3233G	10620346	EC:1.14.18.1
RE3233L	10620346	EC:1.14.18.1
RE3234R	10970790	EC:1.1.1.35
RE3235R	10970790	EC:1.1.1.35
RE3236R	10970790	
RE3241C	10970790	EC:2.3.1.16
RE3241R	10970790	EC:2.3.1.16
RE3242C	10970790	EC:2.3.1.16
RE3242R	10970790	EC:4.2.1.17
RE3243C	10970790; 11567032; 2114179	EC:4.2.1.17
RE3243R	10970790; 11567032; 2114179	EC:4.2.1.17
RE3244C	10970790	EC:5.1.99.4
RE3244R	10970790	
RE3248M	10709654	EC:4.2.1.17
RE3248X	10709654	EC:4.2.1.17
RE3250C	10709654	EC:1.1.1.35
RE3250M	10709654	EC:1.1.1.35
RE3250X	10709654	EC:1.1.1.35
RE3251C	9210654; 9660774	
RE3251M	9210654; 9660774	
RE3252C	9210654; 9660774	
RE3267E	10191259; 12221122	EC:2.7.8.2
RE3267G	10191259; 12221122	EC:2.7.8.2
RE3267M	10191259; 12221122	EC:2.7.8.2
RE3267N	10191259; 12221122	EC:2.7.8.2
RE3267R	10191259; 12221122	EC:2.7.8.2
RE3268R	7556092	EC:3.1.3.67
RE3273C	3135804	EC:3.1.4.4
RE3273G	3135804	EC:3.1.4.4
RE3273R	3135804	EC:3.1.4.4
RE3287R	8651708	EC:1.14.14.1
RE3301G	11182251	EC:3.1.4.4
RE3301R	11182251	EC:3.1.4.4
RE3335M	9784915	EC:6.2.1.3
RE3335R	9784915	EC:6.2.1.3
RE3335X	9784915	EC:6.2.1.3
RE3338C	7649996	EC:1.1.1.35
RE3339C	11673457	EC:3.1.2.2
RE3340C	7649996	EC:1.1.1.35
RE3343C	11673457	EC:3.1.2.2
RE3346C	1591235	EC:1.2.1.3
RE3346M	1591235	EC:1.2.1.3
RE3346R	1591235	EC:1.2.1.3
RE3378C		EC:1.14.14.1
RE3381E	10191290; 10690708; 11087858; 11818531	EC:3.2.1.31
RE3381L	10191290; 10690708; 11087858; 11818531	EC:3.2.1.31
RE3410C	11408659; 11686005	EC:4.2.1.17
RE3421M	11786541; 8521498	EC:1.5.1.29
RE3421R	11786541; 8521498	
RE3434C	8244977; 9862787	EC:1.14.13.30
RE3434R	8244977; 9862787	EC:1.14.13.30
RE3444C	11673457	EC:3.1.2.2
RE3446M	9784915	EC:6.2.1.3
RE3446R	9784915	EC:6.2.1.3
RE3446X	9784915	EC:6.2.1.3
RE3448C	11368003; 9862787	EC:1.1.1.35
RE3449C	2123555	
RE3452C	2123555	
RE3455C	2123555	
RE3458C	2123555	
RE3470C	1326548; 7929234	EC:1.1.1.184
RE3470M	1326548; 7929234	EC:1.1.1.184
RE3470X	1326548; 7929234	EC:1.1.1.184
RE3474R	1326548; 7929234	EC:1.14.13.30
RE3475N	1326548; 7929234	EC:1.13.11.34
RE3476M	1326548; 7929234	EC:1.1.1.184
RE3476X	1326548; 7929234	EC:1.1.1.184
RE3490C	11034610	EC:3.1.2.2
RE3503N	11034610	EC:1.13.11.34
RE3511M	12431977	EC:2.1.1.17
RE3511R	12431977	EC:2.1.1.17
RE3513N	10224163; 2377602; 9837935	EC:1.13.11.34
RE3514C	10224163; 2377602; 9837935	EC:1.14.13.30
RE3514R	10224163; 2377602; 9837935	EC:1.14.13.30
RE3515C	479166	EC:1.14.13.30
RE3520M	10224163; 2377602; 3942774; 9837935	EC:1.11.1.9
RE3520N	10224163; 2377602; 3942774; 9837935	EC:1.11.1.9
RE3521M	9755286	EC:2.5.1.18
RE3525N	1326548; 7929234	EC:1.13.11.31
RE3525X	1326548; 7929234	EC:1.13.11.31
RE3526C	1326548; 7929234	EC:1.13.11.31
RE3526M	1326548; 7929234	EC:1.13.11.31
RE3526X	1326548; 7929234	EC:1.13.11.31
RE3532M	9755286	EC:2.5.1.18
RE3532R	9755286	EC:2.5.1.18
RE3533M	9755286	EC:2.5.1.18
RE3533R	9755286	EC:2.5.1.18
RE3534M	9755286	EC:2.5.1.18
RE3534R	9755286	EC:2.5.1.18
RE3535R	9755286	EC:1.13.11.34
RE3554M	9755286	EC:2.5.1.18
RE3554R	9755286	EC:2.5.1.18
RE3557M	9755286	EC:2.5.1.18
RE3557R	9755286	EC:2.5.1.18
RE3560C	11673457	EC:3.1.2.2
RE3564C	12054595	EC:1.1.1.35
RE3587N	9115911; 9732298	EC:5.3.99.3
RE3596M	8244977; 9862787	EC:1.1.1.184
RE3596X	8244977; 9862787	EC:1.1.1.184
RE3624M	11356164; 7775433	EC:1.3.3.6
RE3624X	11356164; 7775433	EC:1.3.3.6
RE3626M	11356164; 7775433	EC:1.3.3.6
RE3627C	11356164; 7775433	EC:1.1.1.35
RE3636C	10385606; 11722951; 9789014	EC:1.3.3.6
RN0001R		EC:1.14.13.8
RN0002N		EC:2.1.1.13
RN0002R		EC:2.1.1.13
RN0014R		EC:2.1.1.13
RN0020C		EC:1.14.14.1
RN0020R		EC:1.14.14.1
RN0021C		EC:3.3.2.9
RN0021R		EC:3.3.2.9
RN0021X		EC:3.3.2.9
RN0022C		EC:3.3.2.9
RN0022R		EC:3.3.2.9
RN0022X		EC:3.3.2.9
RN0023C		EC:3.3.2.9
RN0023R		EC:3.3.2.9
RN0023X		EC:3.3.2.9
RN0027C		EC:1.14.14.1
RN0027R		EC:1.14.14.1
RN0028C		EC:3.3.2.9
RN0028R		EC:3.3.2.9
RN0028X		EC:3.3.2.9
RN0029C		EC:1.14.14.1
RN0029R		EC:1.14.14.1
RN0030C		EC:1.14.14.1
RN0030R		EC:1.14.14.1
RN0031C		EC:3.3.2.9
RN0031R		EC:3.3.2.9
RN0031X		EC:3.3.2.9
RN0032C		EC:1.14.14.1
RN0032R		EC:1.14.14.1
EX_prostgh2[e]		
EX_prostgi2[e]		
EX_cdp[e]		
EX_dtdp[e]		
EX_HC00955[e]		
EX_HC00002[e]		
EX_HC00003[e]		
EX_HC00004[e]		
EX_HC01852[e]		
EX_HC01939[e]		
EX_HC01942[e]		
EX_HC01943[e]		
EX_HC01944[e]		
EX_HC00822[e]		
EX_C02528[e]		
EX_HC02192[e]		
EX_HC02193[e]		
EX_HC02195[e]		
EX_HC02196[e]		
EX_HC02220[e]		
EX_HC02154[e]		
EX_HC02199[e]		
EX_HC02200[e]		
EX_HC02201[e]		
EX_HC02191[e]		
EX_HC02194[e]		
EX_HC02197[e]		
EX_HC02198[e]		
EX_HC02187[e]		
EX_HC02180[e]		
EX_HC02202[e]		
EX_HC02203[e]		
EX_HC02204[e]		
EX_HC02205[e]		
EX_HC02206[e]		
EX_HC02207[e]		
EX_HC02208[e]		
EX_HC02210[e]		
EX_HC02213[e]		
EX_HC02214[e]		
EX_HC02216[e]		
EX_HC02217[e]		
EX_malcoa[e]		
EX_arachcoa[e]		
EX_coa[e]		
EX_CE2250[e]		
EX_CE1935[e]		
EX_CE1940[e]		
EX_CE1943[e]		
EX_CE2011[e]		
EX_CE1939[e]		
EX_maltpt[e]		
EX_CE2915[e]		
EX_CE4722[e]		
EX_CE2916[e]		
EX_CE4723[e]		
EX_CE2917[e]		
EX_CE4724[e]		
EX_malthp[e]		
EX_CE2838[e]		
EX_CE1950[e]		
EX_cynt[e]		
EX_23cump[e]		
EX_3ump[e]		
EX_CE5786[e]		
EX_CE5788[e]		
EX_CE5789[e]		
EX_CE5797[e]		
EX_CE5798[e]		
EX_CE5787[e]		
EX_CE5791[e]		
EX_CE5867[e]		
EX_CE5868[e]		
EX_CE5869[e]		
EX_CE4633[e]		
EX_CE4881[e]		
EX_CE5854[e]		
EX_CE1926[e]		
EX_udpgal[e]		
EX_crm_hs[e]		
EX_galside_hs[e]		
EX_CE0074[e]		
EX_cdpea[e]		
EX_12dgr120[e]		
EX_CE5853[e]		
EX_CE1925[e]		
EX_C04849[e]		
PIt8	12759754	
biomass_Recon3D		
2MB2COAc	20511713; 11859412; 16908521; 8001684	
3HBCOARc	20511713; 11859412; 16908521; 8001684	
ADPACDAc		
ADPACtx		
ADPCOACROT	15060085; 20560540	
ADPCOAPTE	15007068; 18538142	
BCRNe	20157782; 11489939	
C100CPT1	18767270; 18075239	
C101CPT1	7551818	
C101CRNe		
C102CPT1	19578400	
C10CRNe		
C10DCCACT		
C10DCc	20173117	
C10DCe	6959231; 3119938	
C10OHc		
C120CPT1	12828998; 9498103; 3955080	
C121CPT1	18678604	
C12DCACOT	15007068; 18538142	
C12DCACT		
C12DCTD		
C12DCe		
C12OHc		
C140CPT1	19137688; 15653102; 12403251	
C141ACBP	20511713; 11859412; 16908521; 8001684	
C141CPT1	19327992; 18670371; 15466478; 11433098	
C141OHc	21281499	
C141OHe	21281499	
C142ACBP	20511713; 11859412; 16908521; 8001684	
C142CPT1	11433098	
C142OHc	21281499	
C142OHe	21281499	
C14OHc		
C161OHc		
C162ACBP	20511713; 11859412; 16908521; 8001684	
C162OHc	21281499	
C162OHe	21281499	
C16DCc	20173117	
C16DCe		
C16OHc		
C181OHc		
C182OHc		
C18OHc	7977144	
C2tcx		
C3DCe		
C4CRNe		EC:1.1.1.62
C4DCCACT		
C4DCe		
C4OHc	17442642	
C4tcx		
C4tmc		
C4x	11356164	
C50CPT1	20807522; 20591710	
C51CPT1	8930414; 14518824	
C5DCe		
C60CPT1	8214594; 8496747; 8491807	
C6COAt		
C6CRNe		
C6CRNtcx		
C6DCCACT		
C6DCc		
C6DCe		
C81CPT1		
C81CRNe		
C8CRNe		
C8DCc		
C8DCe	6959231	
C9BRxtc		
DCATDr		
DCSPTN1COAtxc	18854420	
DDCRNe		
DDECCRNe	12828998; 9498103	
DDECE1CRNe		
DECCRNe		
DECDICRNe	21215187	
DOCO13ECOAtxc	18854420	
DOCO13EFATP	16868315; 17901542; 17495600	
DOCOSACTDr	10331655; 11478365	
DOCOSADIACTD	10331655; 11478366	
DOCOSCOAtxc	18854420	
DOCOSDIACTD	15716582	
EX_3bcrn[e]		
EX_3ddcrn[e]		
EX_3deccrn[e]		
EX_3hdececrn[e]		
EX_3hexdcrn[e]		
EX_3ivcrn[e]		
EX_3octdec2crn[e]		
EX_3octdeccrn[e]		
EX_3octdece1crn[e]		
EX_3tdcrn[e]		
EX_3tetd7ecoacrn[e]		
EX_3thexddcoacrn[e]		
EX_3ttetddcoacrn[e]		
EX_c101crn[e]		
EX_c10crn[e]		
EX_c10dc[e]		
EX_c12dc[e]		
EX_c16dc[e]		
EX_c3dc[e]		
EX_c4crn[e]		
EX_c4dc[e]		
EX_c51crn[e]		
EX_c5dc[e]		
EX_c6crn[e]		
EX_c6dc[e]		
EX_c81crn[e]		
EX_c8crn[e]		
EX_c8dc[e]		
EX_ddece1crn[e]		
EX_ddecrn[e]		
EX_decdicrn[e]		
EX_doco13ac[e]		
EX_docosac[e]		
EX_docosdiac[e]		
EX_ivcrn[e]		
EX_tetdec2crn[e]		
EX_tetdece1crn[e]		
FAOXC101C102x	18536048; 17458872	
FAOXC101C8m	20195903; 20490924	
FAOXC101C8x	20558530	
FAOXC102C101m	7818482	
FAOXC102C101x	11514237	
FAOXC102C103m	15337167	
FAOXC102C103x	18536048; 17458872	
FAOXC102C81m	20195903; 20490924	
FAOXC102C81x	20558530	
FAOXC102m		
FAOXC102x	2303409; 10419495	
FAOXC103C102m	7818482	
FAOXC103C102x	11514237	
FAOXC10C10OHm	1730577; 1912723; 7318031	
FAOXC10C8m	20195903; 20490924	
FAOXC10C8x	11411544	
FAOXC10DCC8DCx	15060085; 9827430	
FAOXC11BRC9BRx	11591435	
FAOXC11C9m		
FAOXC121C101m	20195903; 20490924	
FAOXC121C10x	10709653; 11296696; 11330072; 16766224	
FAOXC122C101m	20195903; 20490924	
FAOXC122m		
FAOXC122x	2303409; 10419495	
FAOXC123C102m	20195903; 20490924	
FAOXC123C102x	20558530; 20064629	
FAOXC123m		
FAOXC123x	2303409; 10419495	
FAOXC12C10m	20195903; 20490924	
FAOXC12C10x	11411544	
FAOXC12C12OHm	1730577	
FAOXC12DCC10DCx	15060085; 9827430	
FAOXC12DCTc		
FAOXC12DCc		
FAOXC12DCx	15060085; 20560540	
FAOXC13BRC11BRx	11591435	
FAOXC13C11m		
FAOXC141C121m	20195903; 20490924	
FAOXC141C121x	10709653; 11296696; 11330072; 16766224	
FAOXC141C141OHm	21281499	
FAOXC142C122m	20195903; 20490924	
FAOXC142C122x	20558530	
FAOXC142C142OHm	21281499	
FAOXC143C123m	20195903; 20490924	
FAOXC143C123x	20558530	
FAOXC14C12m	20195903; 20490924	
FAOXC14C12x	11411544	
FAOXC14C14OHm	11427448	
FAOXC14DCC12DCx	15060085; 9827430; 12651823	
FAOXC15ATPx	11591435; 10198260	
FAOXC15BRC13BRx	11591435	
FAOXC15C13m		
FAOXC15NADPx	11356164; 8144536	
FAOXC15NADx	11591435	
FAOXC161C141m	20195903; 20490924	
FAOXC161C141x	10709653; 11296696; 11330072; 16766224	
FAOXC161C161OHm	9510849	
FAOXC162C142m	20195903; 20490924	
FAOXC162C162OHm	21281499	
FAOXC163C142x	20558530	
FAOXC163C143m	20195903; 20490924	
FAOXC163C164Gm		
FAOXC163C164x	18536048; 17458872	
FAOXC163GC142m	20195903; 20490924	
FAOXC163Gm		
FAOXC163x	2303409; 10419495	
FAOXC164C143m	20195903; 20490924	
FAOXC164C143x	7876265; 20558530	
FAOXC164C163x	11514237	
FAOXC164C165m		
FAOXC164C165x	18536048; 17458872	
FAOXC164GC163m	7818482	
FAOXC164m		
FAOXC164x	2303409; 10419495	
FAOXC165C164m	7818482	
FAOXC165C164x	11514237	
FAOXC16BRx	11591435	
FAOXC16C14m	20195903; 20490924	
FAOXC16C14x	11411544; 7876265	
FAOXC16C16OHm	9510849	
FAOXC16DCC14DCx	15060085; 9827430	
FAOXC16DCr	15060085	
FAOXC16OHC16r	4703570; 9827430; 15060085	
FAOXC17C15m		
FAOXC181C161m	20195903; 20490924	
FAOXC181C161x	10709653; 11296696; 11330072; 16766224; 3821403	
FAOXC181C181OHm	9510849	
FAOXC182C162m		
FAOXC182C182OHm	9510849	
FAOXC183C163Gm	20195903; 20490924	
FAOXC183C163m	20195903; 20490924	
FAOXC184C163m	20195903; 20490924	
FAOXC184C163x	20064629	
FAOXC184C164m	20195903; 20490924	
FAOXC184C164x	20558530	
FAOXC184m		
FAOXC184x	2303409; 10419495	
FAOXC185C164m	20195903; 20490924	
FAOXC185m		
FAOXC18C18OHm	11751554	
FAOXC201C181x	20626744; 3821403	
FAOXC204C184m	20195903; 20490924	
FAOXC204C205x	18536048; 17458872	
FAOXC205C184x	20064629	
FAOXC205C185m	20195903; 20490924	
FAOXC221C201x	20626744	
FAOXC225C204m	20195903; 20490924	
FAOXC225C204x	20064629	
FAOXC225C226m		
FAOXC225C226x	18536048; 17458872	
FAOXC225m		
FAOXC225x	2303409; 10419495	
FAOXC226C205m	20195903; 20490924	
FAOXC226C225m	7818482	
FAOXC226C225x	11514237	
FAOXC226C227m		
FAOXC226m		
FAOXC227C226m	7818482	
FAOXC22C20x	11124748	
FAOXC22C22DCHYr	15716582; 19783438	
FAOXC22OHC22r	15716582; 19783438	
FAOXC241C221x	20626744	
FAOXC24C22x		
FAOXC3DC	12651823; 18192268	
FAOXC4C2m	20195903; 20490924	
FAOXC4C4DCc	15060085	
FAOXC5C3x		
FAOXC5C5DCc	16602100	
FAOXC5C5OHm		
FAOXC5OHc		
FAOXC61C4m	20195903; 20490924	
FAOXC61C4x	20064629	
FAOXC61m		
FAOXC61x	2303409; 10419495	
FAOXC6C4m	20195903; 20490924	
FAOXC6C4x	11356164	
FAOXC6DCC4DCx	15060085; 9827430	
FAOXC7C5m		
FAOXC81C61m	20195903; 20490924	
FAOXC81C61x	20558530	
FAOXC8C6m	20195903; 20490924	
FAOXC8C6x	11411544	
FAOXC8DCC6DCx	15060085; 9827430	
FAOXC9BRC7BRm	9469587; 9714723; 11591435	
FAOXC9C7m		
FAOXMC10OHMC10r		
FAOXOHC16C16DCc	15060085	
FAOXOHC22C22DCc	15716582	
FAOXOHMC10DC10c		
FAOXTC101TC102m	15337167	
FAOXTC102C101m	7818482	
FAOXTC122TC101m	20195903; 20490924	
FAOXTC122m		
FAOXTC142TC122m	20195903; 20490924	
FAOXTC162TC142m	20195903; 20490924	
FAOXTC182TC162m	20195903; 20490924	
FOAXC122C101x	20558530	
GLUTCOAACBP	20511713; 11859412; 16908521; 8001684	
HDCACBP	20511713; 11859412; 16908521; 8001684	
HDDACBP	20511713; 11859412; 16908521; 8001684	
HDECAACBP	20511713; 11859412; 16908521; 8001684	
HDECEACBP	20511713; 11859412; 16908521; 8001684	
HEDCECRNe		
HEXDCRNe		
HEXDIACtr	10331655; 11478366	
HEXDICOAACBP	20511713; 11859412; 16908521; 8001684	
HEXDICOAACBPx	20511713; 11859412; 16908521; 8001684	
HIVCACBP	20511713; 11859412; 16908521; 8001684	
HIVCRNe		
HOCDACBP	20511713; 11859412; 16908521; 8001684	
HOCTDACBP	20511713; 11859412; 16908521; 8001684	
HOCTDEC2CRNe		
HOCTDECCRNe		
HTDCACBP	20511713; 11859412; 16908521; 8001684	
HTDCRNe	20583174	
IVCOAACBP	20511713; 11859412; 16908521; 8001684	
IVCRNe		
LGNCCOAtcx	17039367; 11248239; 18854420	
NRVNCCOAtxc	18854420	
OCD11COACPT1		
OCD11CRNCACT		
OCD11CRNCPT2		
OCT11EFATP	16868315; 17901542; 17495600	
OCTDEC2ACBP	20511713; 11859412; 16908521; 8001684	
OCTDECCACT		
OCTDECCPT1		
OCTDECCPT2		
OCTDECE1CRNe		
OMHDEACIDTD	10331655; 11478366	
OMHDOCOSACTD	10331655; 11478366	
OMHPALTD	10331655; 11478366	
PRISTCOAtcx	11356164	
SBCOAACOTx	15007068; 18538142	
SCP21cx	11356164	
SEBACACT		
SEBACIDtx		
SEBCOACROT	15060085; 20560540	
SEBCOAPET	15007068; 18538142	
STCOATxc		
STRDNCCOAtxc		
SUBEACtx		
SUBERCACT		
SUBERCROT	15060085; 20560540	
SUBERICACT		
SUCCACT		
SUCCCROT	15060085; 20560540	
SUCCOAPET	15007068; 18538142	
TDCRNe		
TETDEC2CRNe		
TETDECE1CRNe		
TIGCRNe	20157782	
34DHPHELAT1tc	19035290; 12634921; 11901210	
4OHPROIMINOtc	19657969; 15632147; 18195088; 18400692; 19184091	
ALAALACNc	6993048; 4919261; 20178671; 12473676	
ALAALAPEPT1tc	7858848; 14965252; 14977407; 10330047	
ALAyLATthc	11546643; 18195088	
ASCBSVCTtc	18094143; 11396616; 17222174	
ASNATB0tc	18195088	
BALAPAT1tc	17123464; 18400692; 15345686; 18195088	
BGLUGCHe	17251929	
BGLUTCHLe	17251929	
BGLUTDECHOe	17251929	
BTNTe	1953660; 21749321	
CARPEPT1tc	7858848; 14965252; 14977407; 10330047	
CARhPTtc	16289537; 12905028; 17681807	
CBLTDe		
CBLtle		
CYSSNAT5tc	12845534; 18195088	
CYSTALArBATtc	10958334; 19184091; 18195088; 11546643	
CYSTLEUrBATtc	10958334; 19184091; 18195088; 11546643	
FOLTle	19762432	
GALSGLT1le	20522896; 14642859	
GLCSGLT1le	20522896; 14642859	
GLNATB0tc	18195088	
GLNyLATthc	11546643; 18195088	
GLYGLYCNc	6993048; 4919261; 20178671; 12473676	
GLYGLYPEPT1tc	7858848; 14965252; 14977407; 10330047	
GLYPHEPEPT1tc	7858848; 14965252; 14977407; 10330047	
GLYPROPEPT1tc	7858848; 14965252; 14977407; 10330047	
GLYSARCNc	6746633; 4778946; 7171621; 3293467	
GLYSARPEPT1tc	7858848; 14965252; 14977407; 10330047	
GUMDCHAe	21611850; 7825524	
GUMGCHLe	21611850; 7825524	
GUMTCHOLe	21611850; 7825524	
HIShPTtc	16289537; 12905028; 17681807	
HISyLATtc	11546643; 18195088	
HISyLATthc	11546643; 18195088	
HPETFABP1tc	9555061; 9054409; 9082452	
LEUGLYPEPT1tc	7858848; 14965252; 14977407; 10330047	
LEULEULAPc	1908238; 1931152	
LEULEUPEPT1tc	7858848; 14965252; 14977407; 10330047	
LEUyLAThtc	11546643; 18195088	
LINOFATPtc	10518211; 20086080; 12856180	
METyLATthc	11546643; 18195088	
NACHORCTL3le	18411268; 15728713	
OCDEAFABP1tc	9555061; 9054409; 9082452	
OLEICFATPtc	10518211; 20086080; 12856180	
PALFATPtc	10518211; 20086080; 12856180	
PCHOLHSTDe		
PECDCHe	16925468; 12537466; 9808647	
PECGCHLe	16925468; 12537466; 9808647	
PECTCHLe	16925468; 12537466; 9808647	
PEHSFABPe	9555061; 9054409; 9082452	
PHEATB0tc	18195088	
PHEyLATthc	11546643; 18195088	
PMTCOAFABP1tc	9555061; 9054409; 9082452	
PNTORDe	21749321	
PROGLYPEPT1tc	7858848; 14965252; 14977407; 10330047	
PROGLYPRO1c	15552267	
PROIMINOtc	19657969; 15632147; 18195088; 18400692	
PSYGCHe		
PSYTCHe		
PSYTDECHe		
TAGHSTDe		
TAUPAT1c	19074966; 18195088; 18400692; 15345686; 17123464	
THMATPe	10964259; 8254515	
THRATB0tc	18195088	
TRPATB0tc	18195088	
TYRATB0tc	18195088	
VITEtl	15213020; 17320165	
VITKtl	18841274	
XOLEST2HSTDle		
1a25DHVITD3TRn	16374421	
3AIB_Dtm		
4ABUTtcn		
4HPROLTASCT1	14502423; 17475673	
ADNK3	16816105; 17403938	
ADNK4	16816105; 17403938	
AHCYStd	8283303	
ARACHFATPc	10518211; 20086080; 12856180	
ASPDTDe		
ASPPROASCT1	14502423; 11824937	
BIDGLCURr	6806320; 19880533	
CHOLESACATc		
CHOLESTle		
CYSAMOe		
Coqe		
DATPtm	16816105; 17403938	
DCTPtm	16816105; 17403938	
DGTPtm	16816105; 17403938	
DHAPtc		
DPCOAPPe		
DSREDUCr	17015489; 18216769; 6833883; 11229876	
DTMPKm	17403938	
DTTPtm	16816105; 17403938	
EX_4hpro[e]		
EX_adpcbl[e]		
EX_alaala[e]		
EX_bglc[e]		
EX_carn[e]		
EX_dchac[e]		
EX_glgchlo[e]		
EX_gltcho[e]		
EX_gltdechol[e]		
EX_glygly[e]		
EX_glysar[e]		
EX_gum[e]		
EX_gumdchac[e]		
EX_gumgchol[e]		
EX_gumtchol[e]		
EX_leugly[e]		
EX_leuleu[e]		
EX_pect[e]		
EX_pectindchac[e]		
EX_pectingchol[e]		
EX_pectintchol[e]		
EX_psyl[e]		
EX_psylchol[e]		
EX_psyltchol[e]		
EX_psyltdechol[e]		
EX_sfcys[e]		
EX_tdechola[e]		
EX_cysam[e]		
EX_dpcoa[e]		
EX_fmn[e]		
EX_hyptaur[e]		
EX_pan4p[e]		
EX_ptth[e]		
EX_q10[e]		
EX_q10h2[e]		
FADDPle		
FMNALKPle		
FRDPtcr		
G6PDH2c	4382012; 13575411	
GLUPROASCT1	14502423; 11824937	
GNDc	4382012; 13575411	EC:1.1.1.44
HYPTROXe		
INSK		
KHte		
LACLt		
LAPCOAe		
LEUGLYHYc		
MAL_Ltx	17173541	
MDHx	17173541	
NADtm		
OCDCAFATPc	10518211; 20086080; 12856180	
PAN4PPe		
PGLc	4382012; 13575411	EC:3.1.1.31
PNTEHe		
PPItm		
PRO_Dtde		
PTCRTD	9505881; 11564949	
PTPATe		
Q10H2e	17482886	
RPEc	4382012; 13575411	EC:5.1.3.1
RTOTAL2FATPc	10518211; 20086080; 12856180	
RTOTAL3FATPc	10518211; 20086080; 12856180	
RTOTALFATPc	10518211; 20086080; 12856180	
SFCYSc	2621485	
SFCYSe	2621485	
TAURCHAe	14992263	
TTDCAFATPc	10518211; 20086080; 12856180	
q10h2tc		
q10tm		
34HPPte		
3MOBte		
3MOPte		
4HPRO_LTte		
4MOPte		
5MTAte		
5OXPROt		
AHCYSte		
AICARte		EC:1.1.1.44
ANTHte		
CBASPte		
EX_34hpp[e]		
EX_3mob[e]		
EX_3mop[e]		
EX_4mop[e]		
EX_5mta[e]		
EX_5oxpro[e]		
EX_ahcys[e]		
EX_aicar[e]		
EX_anth[e]		
EX_cbasp[e]		
MAL_Lte		
OROTGLUt		EC:3.1.1.31
PNTOte		
5HOXINDOAtr		
GLYALDtr		
PEPtr		EC:1.5.1.2
GUDACtr		
GUDACtr2		
LKYNRtr		
