@id	pmid	ec
HMR_3156	13295225; 3597357	EC:1.3.8.5
HMR_3157	8012501; 8188243	EC:4.2.1.17
HMR_3158	10231530; 10329704; 1550553; 1651711; 7150615; 8188243; 8687463; 9553139; 8687463	EC:1.1.1.35; EC:1.1.1.211
HMR_3160	10806397; 1121274; 1679347; 1735445; 1979337; 2048733; 3194209; 6378901; 8241273; 1550553	EC:2.3.1.16; EC:1.1.1.211
HMR_3398		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3406		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3407		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3408		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3409		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3411		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3413		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3414		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3416		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3421		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3422		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3423		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3424		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3425		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3426		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_9719		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3427		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3428		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3429		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3430		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3431		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3432		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3433		EC:4.2.1.17; EC:1.1.1.35; EC:1.1.1.211; EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:2.3.1.16
HMR_3170		EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3171		EC:4.2.1.17
HMR_3172		EC:1.1.1.35; EC:1.1.1.211
HMR_3173		EC:2.3.1.16; EC:1.1.1.211
HMR_3174		EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3175		EC:4.2.1.17
HMR_3176		EC:1.1.1.35; EC:1.1.1.211
HMR_3177		EC:2.3.1.16; EC:1.1.1.211
HMR_3178		EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3179		EC:4.2.1.17
HMR_3180		EC:1.1.1.35; EC:1.1.1.211
HMR_3181		EC:2.3.1.16; EC:1.1.1.211
HMR_3182		EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3183		EC:4.2.1.17
HMR_3184		EC:1.1.1.35; EC:1.1.1.211
HMR_3185		EC:2.3.1.16; EC:1.1.1.211
HMR_3186		EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3187		EC:4.2.1.17
HMR_3188		EC:1.1.1.35; EC:1.1.1.211
HMR_3189		EC:2.3.1.16; EC:1.1.1.211
HMR_3190		EC:1.3.8.7; EC:1.3.99.-
HMR_3191		EC:4.2.1.17
HMR_3192		EC:1.1.1.35; EC:1.1.1.211
HMR_3193		EC:2.3.1.16; EC:1.1.1.211
HMR_3194		EC:1.3.8.7; EC:1.3.99.-
HMR_3195		EC:4.2.1.17
HMR_3196		EC:1.1.1.35; EC:1.1.1.211
HMR_3197		EC:2.3.1.16; EC:1.1.1.211
HMR_3198		EC:1.3.8.7; EC:1.3.99.-
HMR_3199		EC:4.2.1.17
HMR_3200		EC:1.1.1.35; EC:1.1.1.211
HMR_3201		EC:2.3.1.16; EC:1.1.1.211
HMR_3202		EC:1.3.8.5
HMR_3203		EC:4.2.1.17
HMR_3204		EC:1.1.1.35; EC:1.1.1.211
HMR_3205		EC:2.3.1.16; EC:1.1.1.211
HMR_3396		
HMR_3397		
HMR_3240		EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3241		EC:4.2.1.17
HMR_3242		EC:1.1.1.35; EC:1.1.1.211
HMR_3243		EC:2.3.1.16; EC:1.1.1.211
HMR_3244		EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3245		EC:4.2.1.17
HMR_3246		EC:1.1.1.35; EC:1.1.1.211
HMR_3247		EC:2.3.1.16; EC:1.1.1.211
HMR_3250	1047780; 8973539; 11135616	EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3252	9920399; 10407780; 9568246; 7923814	EC:4.2.1.17
HMR_3254	7923814; 8319713; 11427448; 9920399	EC:1.1.1.35; EC:1.1.1.211
HMR_3256	7923814; 9920399; 9568246	EC:2.3.1.16; EC:1.1.1.211
HMR_3258	1047780; 8973539; 11135616	EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3260	9568246; 7923814; 9920399; 10407780	EC:4.2.1.17
HMR_3262	8319713; 11427448; 9920399; 7923814	EC:1.1.1.35; EC:1.1.1.211
HMR_3264	9920399; 9568246; 7923814	EC:2.3.1.16; EC:1.1.1.211
HMR_3272	8486162	EC:5.3.3.8; EC:5.3.3.-
HMR_3356		EC:1.3.3.6
HMR_3357		EC:4.2.1.17
HMR_3358		EC:1.1.1.35; EC:1.1.1.211
HMR_3359		EC:2.3.1.16
HMR_3360		EC:1.3.3.6
HMR_3361		EC:4.2.1.17
HMR_3362		EC:1.1.1.35; EC:1.1.1.211
HMR_3363		EC:2.3.1.16
HMR_3218		EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3219		EC:4.2.1.17
HMR_3220		EC:1.1.1.35; EC:1.1.1.211
HMR_3221		EC:2.3.1.16; EC:1.1.1.211
HMR_3222		EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3223		EC:4.2.1.17
HMR_3224		EC:1.1.1.35; EC:1.1.1.211
HMR_3225		EC:2.3.1.16; EC:1.1.1.211
HMR_3226		EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3227		EC:4.2.1.17
HMR_3228		EC:1.1.1.35; EC:1.1.1.211
HMR_3229		EC:2.3.1.16; EC:1.1.1.211
HMR_3230	1047780; 8973539; 11135616	EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3231	9920399; 10407780; 9568246; 7923814	EC:4.2.1.17
HMR_3232	7923814; 8319713; 11427448; 9920399	EC:1.1.1.35; EC:1.1.1.211
HMR_3233	7923814; 9920399; 9568246	EC:2.3.1.16; EC:1.1.1.211
HMR_3234	1047780; 8973539; 11135616	EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3235	9568246; 7923814; 9920399; 10407780	EC:4.2.1.17
HMR_3236	8319713; 11427448; 9920399; 7923814	EC:1.1.1.35; EC:1.1.1.211
HMR_3237	9920399; 9568246; 7923814	EC:2.3.1.16; EC:1.1.1.211
HMR_3239	8486162	EC:5.3.3.8; EC:5.3.3.-
HMR_3275	8973539; 10407780; 11356167	EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3277	9920399; 10407780; 7923814; 9568246	EC:4.2.1.17
HMR_3278	7846063	EC:1.1.1.35; EC:1.1.1.211
HMR_3279	10407780; 9920399; 7923814; 9568246	EC:2.3.1.16; EC:1.1.1.211
HMR_3280	8973539; 10407780; 11356167	EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3281	9920399; 9568246; 7923814; 10407780; 7775433; 10407780	EC:4.2.1.17
HMR_3282	10407780; 7775433	EC:1.1.1.35; EC:1.1.1.211
HMR_3283	10407780; 9568246; 7923814; 9920399; 7775433; 10407780	EC:2.3.1.16; EC:1.1.1.211
HMR_3284	8973539; 10407780; 11356167	EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3285		EC:4.2.1.17
HMR_3286		EC:1.1.1.35; EC:1.1.1.211
HMR_3287		EC:2.3.1.16; EC:1.1.1.211
HMR_3288	10407780	EC:5.3.3.8; EC:5.3.3.-
HMR_3290	9920399; 10407780; 7923814; 9568246	EC:4.2.1.17
HMR_3292		EC:1.1.1.35; EC:1.1.1.211
HMR_3293	7923814; 9920399; 10407780; 9568246	EC:2.3.1.16; EC:1.1.1.211
HMR_3294	8973539; 10407780; 11356167	EC:1.3.8.7; EC:1.3.8.8; EC:1.3.8.9; EC:1.3.99.-
HMR_3296	7775433; 11356164	EC:1.3.1.34
HMR_3298	11356164; 7775433	EC:5.3.3.8
HMR_1174	11356170	EC:2.3.1.16; EC:1.1.1.211
HMR_1175	11356170	EC:1.3.3.6
HMR_1176	11356170	EC:1.3.1.34
HMR_1177	11356170	EC:4.2.1.17
HMR_1178	11356170	EC:1.1.1.35; EC:1.1.1.211
HMR_1179	11356170	EC:2.3.1.16; EC:1.1.1.211
HMR_1180	11356170	EC:1.3.3.6
HMR_1181	11356170	EC:1.3.1.34
HMR_1182	11356170	EC:4.2.1.17
HMR_1183	11356170	EC:1.1.1.35; EC:1.1.1.211
HMR_1184	11356170	EC:2.3.1.16; EC:1.1.1.211
HMR_1216	11356170	EC:2.3.1.16; EC:1.1.1.211
HMR_1217	11356170	EC:1.3.3.6
HMR_1218	11356170	EC:1.3.1.34
HMR_1219	11356170	EC:4.2.1.17
HMR_1220	11356170	EC:1.1.1.35; EC:1.1.1.211
HMR_1221	11356170	EC:2.3.1.16; EC:1.1.1.211
HMR_1222	11356170	EC:1.3.1.34
HMR_1223	11356170	EC:1.3.3.6
HMR_1224	11356170	EC:4.2.1.17
HMR_1225	11356170	EC:1.1.1.35; EC:1.1.1.211
HMR_1226	11356170	EC:2.3.1.16; EC:1.1.1.211
HMR_3522	10407780; 9819701; 9469587; 10407780; 9819701; 9469587	EC:1.3.8.7; EC:1.3.8.8
HMR_3523	10407780; 9819701; 9469587; 10407780; 9819701; 9469587	EC:4.2.1.17
HMR_3524	10407780; 9819701; 9469587; 10407780; 9819701; 9469587	EC:1.1.1.35; EC:1.1.1.211
HMR_3525	10407780; 9819701; 9469587; 10407780; 9819701; 9469587	EC:2.3.1.16; EC:1.1.1.211
HMR_3526	10407780; 9819701; 9469587; 10407780; 9819701; 9469587	EC:5.1.99.4
HMR_3527	10407780; 9819701; 9469587; 9819701; 9469587; 10407780	EC:1.3.8.7; EC:1.3.8.8
HMR_3528	9469587; 10407780; 9819701; 9469587; 10407780; 9819701	EC:4.2.1.17
HMR_3529	10407780; 9819701; 9469587; 10407780; 9819701; 9469587	EC:1.1.1.35; EC:1.1.1.211
HMR_3530	10407780; 9819701; 9469587; 10407780; 9819701; 9469587	EC:2.3.1.16; EC:1.1.1.211
HMR_3531	9469587; 9819701; 9819701; 10407780; 10407780; 9469587	EC:1.3.8.7; EC:1.3.8.8
HMR_3532	10407780; 9819701; 9469587; 10407780; 9819701; 9469587	EC:4.2.1.17
HMR_3533	10407780; 9819701; 9469587; 10407780; 9819701; 9469587	EC:1.1.1.35; EC:1.1.1.211
HMR_3534	10407780; 9819701; 9469587; 10407780; 9819701; 9469587	EC:2.3.1.16; EC:1.1.1.211
HMR_1573	11479731; 11087424; 11108725; 1358203; 7893153	EC:2.3.3.10
HMR_6901		EC:2.5.1.91
HMR_6903		EC:2.5.1.39
HMR_6904		EC:1.14.13.-
HMR_6905		EC:2.1.1.114
HMR_6906		EC:4.1.1.-
HMR_6907		EC:1.14.13.-
HMR_6908		EC:2.1.1.201
HMR_6909		EC:1.14.-.-
HMR_6910		EC:2.1.1.64
HMR_7165		
HMR_7166		EC:2.5.1.58
HMR_7167		EC:3.4.22.-
HMR_7168		EC:2.1.1.100
HMR_7169		
HMR_7170		EC:1.8.3.5; EC:1.8.3.6
HMR_9722		EC:1.6.5.2
HMR_1644	10709654	EC:4.2.1.107
HMR_1651	10709654	EC:1.1.1.35; EC:1.1.1.211
HMR_1920	1606923; 10049998	EC:3.1.6.2
HMR_1924	15897605	
HMR_1926	16973755	
HMR_1927	9578606; 3024157	EC:1.14.13.-
HMR_1928	3024157; 9578606	EC:1.14.15.16
HMR_1929	9578606; 3024157	EC:1.14.15.16
HMR_1931	8645003	EC:1.1.1.21
HMR_1932		EC:1.14.15.6
HMR_1933		EC:1.14.99.9
HMR_1934		EC:1.14.15.6
HMR_1935		EC:1.14.15.6
HMR_1940		EC:1.14.99.10
HMR_1941		EC:1.1.1.145; EC:5.3.3.1
HMR_1942		EC:1.14.15.4
HMR_1943		EC:1.14.13.100
HMR_1948		EC:1.14.99.10
HMR_1949		EC:1.1.1.145; EC:5.3.3.1
HMR_1950		EC:1.14.15.4
HMR_1951		EC:1.1.1.145; EC:5.3.3.1
HMR_1989		EC:1.14.15.4
HMR_1990		EC:1.14.99.10
HMR_1991		EC:1.14.99.9
HMR_1992		EC:1.14.99.10
HMR_1993		EC:1.14.15.4
HMR_2002		EC:1.3.1.30
HMR_2003		EC:1.1.1.213
HMR_2004	12416991	EC:1.1.1.50
HMR_2005	12376740	EC:1.14.99.10
HMR_2007	3487786; 3038528	EC:1.14.99.10
HMR_2009	2592361; 1741400	EC:1.14.15.4
HMR_2010	2592361; 2256920	EC:1.14.15.5
HMR_2011	2592361; 2256920	EC:1.14.15.5
HMR_4766	10575553; 12920162; 16399341	EC:2.4.1.17
HMR_6793		EC:1.11.1.8
HMR_6794		EC:1.11.1.8
HMR_6795		EC:1.11.1.8
HMR_6796		EC:1.11.1.8
HMR_7648		EC:2.4.1.17
HMR_7928		EC:1.14.99.10
HMR_7930		EC:5.3.3.1
HMR_7931		EC:5.3.3.1
HMR_7932		EC:1.14.99.10
HMR_7934		EC:1.14.15.5
HMR_7935		EC:1.14.15.6
HMR_7936		EC:1.14.99.9
HMR_7937		EC:1.14.99.9
HMR_7938		EC:1.14.99.9
HMR_7939		EC:5.3.3.1
HMR_7940		
HMR_7941		
HMR_7942		EC:1.1.1.146
HMR_7943		EC:1.1.1.-
HMR_7945		EC:3.1.6.2
HMR_7948		EC:3.1.6.2
HMR_7950		EC:3.1.6.2
HMR_7952		EC:3.1.6.2
HMR_7954		EC:5.3.3.1
HMR_7955		EC:1.1.1.239
HMR_7957		EC:1.14.14.1
HMR_7958		EC:1.14.14.1
HMR_7959		EC:2.4.1.17
HMR_7962		EC:2.4.1.17
HMR_7965		EC:2.4.1.17
HMR_7968		EC:1.1.1.62; EC:1.1.1.64
HMR_2041	19027824	EC:1.1.1.62; EC:1.1.1.64
HMR_7970		EC:1.1.1.270
HMR_7971		EC:5.3.3.1
HMR_7972		EC:5.3.3.1
HMR_7973		EC:5.3.3.1
HMR_7974		EC:2.8.2.14
HMR_7976		
HMR_7978		EC:2.8.2.14
HMR_7980		EC:2.4.1.17
HMR_7984		EC:2.4.1.17
HMR_7987		EC:2.4.1.17
HMR_1944	10406467	EC:1.14.99.9
HMR_1945		EC:1.14.99.9
HMR_1952		EC:2.8.2.2
HMR_1953	10049998; 1606923	EC:3.1.6.2
HMR_1958	10406467; 9536209	EC:4.1.2.30
HMR_1959	7578007; 10049998; 7578007; 10049998	EC:1.14.99.-
HMR_1960	7578007; 10049998; 7578007; 10049998	EC:1.14.99.-
HMR_1962	1606923; 10049998	EC:2.8.2.2
HMR_1963	1606923; 10049998	EC:3.1.6.2
HMR_1967		EC:1.1.1.145
HMR_1968		EC:1.1.1.145
HMR_1969	7589785; 10049998	EC:2.8.2.4
HMR_1970	2243100; 9536209	EC:5.3.3.1
HMR_1971	2243100; 9536209	EC:5.3.3.1
HMR_1973	2197970; 8547185; 8075637; 9536209; 10049998	EC:1.1.1.62; EC:1.1.1.64
HMR_1974	10049998	EC:1.1.1.62; EC:1.1.1.64
HMR_1976	2339109; 1944596; 9208814; 17986282; 9536209	EC:1.3.1.22
HMR_1977	2339109; 1944596; 9208814; 17986282; 9536209	EC:1.3.1.22
HMR_1978	11134149; 10487690	EC:1.1.1.50
HMR_1982	2243100; 2770297; 1944309; 12832414	EC:1.1.1.145
HMR_1983	2243100	EC:5.3.3.1
HMR_2014		EC:1.3.1.3; EC:1.3.99.6
HMR_2015		EC:1.3.1.22
HMR_2016		EC:1.1.1.209; EC:1.1.1.213; EC:1.1.1.50
HMR_2017		EC:1.1.1.209; EC:1.1.1.213; EC:1.1.1.50
HMR_2018		EC:1.1.1.209; EC:1.1.1.213; EC:1.1.1.50
HMR_2019		EC:1.1.1.209; EC:1.1.1.213; EC:1.1.1.50
HMR_2020	2969800	EC:3.1.6.2
HMR_2022	11134149; 10487690	EC:1.1.1.145
HMR_2024	11134149; 10487690	EC:1.1.1.145
HMR_2025	11886493	EC:3.1.6.2
HMR_1440	10698924; 11108725; 12454262; 3745272; 3883347	EC:1.1.1.34
HMR_1445	1377680; 14730012; 11108725; 11111075; 12121718; 14730012; 17180682; 7904598	EC:2.7.1.36
HMR_1448	16519518; 14729858; 10191291; 11108725; 12121718; 14729858; 17180682; 8663599	EC:2.7.4.2
HMR_1454	8806705; 11108725; 12121718; 17180682; 8806705	EC:5.3.3.2
HMR_1465	10896663; 11108725; 1527001; 17180682; 7864626; 8509416	EC:2.5.1.21
HMR_1467	10896663; 10449533; 1527001; 7864626; 8509416	EC:2.5.1.21
HMR_1470	10666321; 10484604; 10666321; 11108725; 7946524; 8993542	EC:1.14.13.132
HMR_1473	8593458; 5918048; 10484604; 11108725; 7639730; 7946524; 8993542	EC:5.4.99.7
HMR_1477		EC:1.14.13.70
HMR_1478		EC:1.14.13.70
HMR_1479	11111101	EC:1.14.13.70
HMR_1484	16784888; 11969204; 7946524	EC:1.3.1.70
HMR_1490		EC:1.14.13.72
HMR_1493		EC:1.14.13.72
HMR_1494		EC:1.14.13.72
HMR_1495	10369263; 11969204; 12837764; 14506130; 7946524	EC:1.1.1.170
HMR_1496	14506130; 10369263; 11969204; 12837764; 14506130; 7946524	EC:1.1.1.170
HMR_1500	11969204; 10544267; 12732193; 12829805	EC:1.1.1.270
HMR_1502		EC:1.14.13.72
HMR_1503		EC:1.14.13.72
HMR_1504		EC:1.14.13.72
HMR_1505	14506130	EC:1.1.1.170
HMR_1509	11969204	EC:1.1.1.270
HMR_1512	10391218; 10391219; 12133002; 2422166; 7946524	EC:5.3.3.5
HMR_1516	12189593; 12812989; 11969204	EC:1.14.21.6
HMR_1519	9465114; 15670717; 9465114; 11111101	EC:1.3.1.21
HMR_1526	11519011; 15670717; 7946524; 9465114	EC:1.3.1.72
HMR_1533	7946524	EC:1.3.1.72
HMR_1557	11731337; 7946524	EC:1.14.21.6
HMR_1558	11731337; 7946524	EC:1.14.21.6
HMR_1565	15670717; 7946524; 9465114	EC:1.3.1.21
HMR_1535		EC:1.3.1.72
HMR_1536		EC:1.14.13.70
HMR_1538		EC:1.14.13.70
HMR_1539		EC:1.14.13.70
HMR_1540	11111101	EC:1.3.1.70
HMR_1543		EC:1.14.13.72
HMR_1544		EC:1.14.13.72
HMR_1545		EC:1.14.13.72
HMR_1546		EC:1.1.1.170
HMR_1547		EC:1.1.1.270
HMR_1548		EC:1.14.13.72
HMR_1549		EC:1.14.13.72
HMR_1550		EC:1.14.13.72
HMR_1551		EC:1.1.1.170
HMR_1552		EC:1.1.1.270
HMR_1553	11111101; 12133002; 4475632; 5810070	EC:5.3.3.5
HMR_1437	7913309; 11087424; 11108725; 1358203; 7893153	EC:2.3.3.10
HMR_1451	8626466; 11108725; 12121718; 12520181; 12736493; 12913254; 14972328; 15467276; 17180682; 8626466; 9375384	EC:4.1.1.33
HMR_1457	10026212; 9741684; 16684881; 11108725; 12121718; 17180682; 7295734; 8119922; 8188698	EC:2.5.1.1; EC:2.5.1.10; EC:2.5.1.29
HMR_1460	10026212; 9741684; 16684881; 11108725; 12121718; 17180682; 7295734; 8119922; 8188698	EC:2.5.1.1; EC:2.5.1.10; EC:2.5.1.29
HMR_1531	11254748; 12581873	EC:1.14.13.15
HMR_1570	12162789; 9291139; 9638657	EC:1.3.1.72
HMR_1576	4073493	EC:6.2.1.16
HMR_1577	8440722; 164460; 8440722	EC:4.1.3.4
HMR_3105	10064897; 10806397; 1121274; 11330060; 15733928; 1679347; 16927236; 17236799; 1735445; 1979337; 3194209; 6131897; 6378901; 7911016; 8241273	EC:2.3.1.9
HMR_4630	10698924; 11108725; 12454262; 3745272; 3883347	EC:1.1.1.34
HMR_2029		EC:1.14.14.1
HMR_2030		EC:1.14.14.1
HMR_2031		EC:1.14.14.1
HMR_2032		EC:1.14.14.1
HMR_2033		EC:1.14.14.1
HMR_2034		EC:1.14.14.1
HMR_2036	19027824	EC:1.1.1.62
HMR_2037		EC:2.8.2.4
HMR_2038		EC:3.1.6.1; EC:3.1.6.2
HMR_2042	9380738	EC:1.14.14.1
HMR_2043	9380738	EC:1.14.14.1
HMR_2044	9380738; 11559542; 9380738; 11559542; 11559542; 9380738; 9380738; 11559542	EC:2.1.1.6
HMR_2045	11559542	EC:2.1.1.6
HMR_2046	1449532; 9380738; 9380738; 1449532; 1449532; 9380738; 9380738; 1449532	EC:1.14.13.67
HMR_2047	1449532; 9380738; 9380738; 1449532; 1449532; 9380738; 9380738; 1449532	EC:1.14.13.67
HMR_2048	9380738; 11559542; 11559542; 11559542; 11559542; 9380738; 9380738; 9380738	EC:2.1.1.6
HMR_2049	9380738; 1449532; 9380738; 9380738; 9380738; 1449532; 1449532; 1449532	EC:1.14.13.67
HMR_2050	9380738; 1449532; 9380738; 9380738; 9380738; 1449532; 1449532; 1449532	EC:1.14.13.67
HMR_2051	9380738; 1449532; 9380738; 9380738; 9380738; 1449532; 1449532; 1449532	EC:1.14.13.67
HMR_2052	9380738; 11559542; 11559542; 11559542; 9380738; 11559542; 9380738; 9380738	EC:2.1.1.6
HMR_2053	12038704; 10337002	EC:1.14.14.1
HMR_2054	12038704; 10337002	EC:1.14.14.1
HMR_2055	9380738; 1449532; 9380738; 1449532; 9380738; 1449532; 9380738; 1449532	EC:1.14.13.67
HMR_2056	9380738; 1449532; 9380738; 1449532; 9380738; 1449532; 9380738; 1449532	EC:1.14.13.67
HMR_2057	9380738; 1449532; 9380738; 1449532; 9380738; 1449532; 9380738; 1449532	EC:1.14.13.67
HMR_2058	11559542; 9380738; 11559542; 9380738; 9380738; 11559542; 11559542; 9380738	EC:2.1.1.6
HMR_2059	11559542; 9380738; 11559542; 9380738; 9380738; 11559542; 11559542; 9380738	EC:2.1.1.6
HMR_2060	9380738; 9380738; 11559542; 11559542; 9380738; 9380738; 11559542; 11559542	EC:2.1.1.6
HMR_2061		EC:1.11.1.7; EC:1.11.1.8; EC:1.11.2.2
HMR_2062		EC:1.11.1.7; EC:1.11.1.8; EC:1.11.2.2
HMR_2063		EC:1.11.1.7; EC:1.11.1.8; EC:1.11.2.2
HMR_2064	9380738; 9380738; 9380738	
HMR_2068	9380738; 12119004; 12119004; 12119004; 12119004; 9380738; 9380738; 9380738	EC:2.5.1.18
HMR_2069	9380738; 12119004; 12119004; 12119004; 12119004; 9380738; 9380738; 9380738	EC:2.5.1.18
HMR_2070	9380738; 12119004; 12119004; 12119004; 12119004; 9380738; 9380738; 9380738	EC:2.5.1.18
HMR_2071	9380738; 12119004; 12119004; 12119004; 12119004; 9380738; 9380738; 9380738	EC:2.5.1.18
HMR_2072	9380738	EC:2.5.1.18
HMR_2073	9380738	EC:2.5.1.18
HMR_2074	9380738	EC:2.5.1.18
HMR_2075	9380738	EC:2.5.1.18
HMR_2076		EC:1.11.1.7; EC:1.11.1.8; EC:1.11.2.2
HMR_2077		EC:1.11.1.7; EC:1.11.1.8; EC:1.11.2.2
HMR_2078		EC:1.11.1.7; EC:1.11.1.8; EC:1.11.2.2
HMR_2079	9380738; 9380738; 9380738	
HMR_2083	9380738; 12119004; 12119004; 12119004; 9380738; 12119004; 9380738; 9380738	EC:2.5.1.18
HMR_2084	9380738; 12119004; 12119004; 12119004; 9380738; 12119004; 9380738; 9380738	EC:2.5.1.18
HMR_2085	9380738; 12119004; 12119004; 12119004; 9380738; 12119004; 9380738; 9380738	EC:2.5.1.18
HMR_2086	9380738; 12119004; 12119004; 12119004; 9380738; 12119004; 9380738; 9380738	EC:2.5.1.18
HMR_2088		EC:1.11.1.7; EC:1.11.1.8; EC:1.11.2.2
HMR_2089		EC:1.11.1.7; EC:1.11.1.8; EC:1.11.2.2
HMR_2091	9380738; 9380738; 9380738	
HMR_2095	12119004; 9380738; 9380738; 12119004; 9380738; 12119004; 9380738; 12119004	EC:2.5.1.18
HMR_2096	12119004; 9380738; 9380738; 12119004; 9380738; 12119004; 9380738; 12119004	EC:2.5.1.18
HMR_2097	12119004; 9380738; 9380738; 12119004; 9380738; 12119004; 9380738; 12119004	EC:2.5.1.18
HMR_2098	12119004; 9380738; 9380738; 12119004; 9380738; 12119004; 9380738; 12119004	EC:2.5.1.18
HMR_2099		EC:1.11.1.7; EC:1.11.1.8; EC:1.11.2.2
HMR_2100		EC:1.11.1.7; EC:1.11.1.8; EC:1.11.2.2
HMR_2102	9380738; 9380738; 9380738	
HMR_2106	9705753	EC:2.5.1.18
HMR_2107	9705753	EC:2.5.1.18
HMR_2108	9705753	EC:2.5.1.18
HMR_2109	9705753	EC:2.5.1.18
